pkg_len,pkg_iat,pkt_dir
1440,35,-1
1334,32,-1
571,1728,1
20,137,-1
1440,3752,-1
1440,24,-1
20,11,1
1116,36,-1
1440,13,-1
20,10,1
1138,38,-1
1440,10,-1
20,8,1
1440,31,-1
1440,8,-1
20,7,1
1440,33,-1
1440,8,-1
20,7,1
1055,26,-1
1440,9,-1
20,7,1
1434,28,-1
1440,11,-1
20,10,1
1315,16,-1
20,9,1
1440,24,-1
1381,5,-1
20,4,1
1436,16,-1
1440,4,-1
20,4,1
1103,21,-1
1439,907,-1
20,16,1
1438,55,-1
1414,8,-1
20,6,1
1434,29,-1
1440,8,-1
20,6,1
1045,19,-1
570,3236,1
20,125,-1
574,1139,1
20,148,-1
564,1737,1
20,145,-1
20,2,1
1186,17,-1
35,34071,1
1433,17803,-1
1440,32,-1
20,8,1
1439,33,-1
1440,8,-1
20,7,1
1437,29,-1
1134,8,-1
20,5,1
1440,26,-1
1440,8,-1
20,7,1
1437,25,-1
1036,8,-1
20,7,1
1440,30,-1
1436,9,-1
20,7,1
1440,35,-1
1311,9,-1
20,9,1
20,25300,1
1425,22862,-1
1440,49,-1
20,23,1
1440,78,-1
1403,13,-1
20,13,1
1440,42,-1
1440,9,-1
20,10,1
1440,40,-1
935,10,-1
20,9,1
1440,32,-1
1032,8,-1
20,8,1
1440,28,-1
1112,7,-1
1440,3,-1
1434,3,-1
1437,3,-1
1002,3,-1
1437,3,-1
1423,3,-1
1083,5,-1
20,7,1
1440,36377,-1
1431,43,-1
20,15,1
1440,39,-1
1060,10,-1
20,7,1
1402,32,-1
1440,8,-1
20,6,1
1440,26,-1
1423,9,-1
20,7,1
1335,25,-1
567,956,1
20,89,-1
559,2160,1
20,83,-1
1440,53976,-1
1409,48,-1
20,15,1
1191,46,-1
1435,1800,-1
1438,65,-1
1429,8,-1
20,6,1
1438,30,-1
1426,8,-1
20,6,1
1440,31,-1
955,8,-1
20,5,1
1440,1703,-1
1412,12,-1
20,6,1
1425,22,-1
1424,5,-1
20,3,1
1309,14,-1
1435,22535,-1
20,38,1
1440,31,-1
1440,8,-1
20,5,1
1426,18,-1
1171,5,-1
20,5,1
1440,195,-1
1440,12,-1
20,9,1
1440,37,-1
1438,10,-1
20,8,1
1439,40,-1
961,10,-1
20,10,1
1440,80,-1
1440,13,-1
20,8,1
1093,33,-1
1437,8,-1
20,7,1
1440,50,-1
1440,10,-1
20,7,1
1440,21,-1
1152,6,-1
1437,3,-1
1431,3,-1
1036,3,-1
1434,3,-1
1434,48076,-1
1440,60,-1
20,19,1
1440,53,-1
1440,11,-1
20,8,1
1438,43,-1
948,10,-1
20,10,1
1440,38,-1
1121,11,-1
20,10,1
1440,49,-1
1440,12,-1
20,9,1
1440,54,-1
1440,15,-1
20,13,1
1163,41,-1
1383,11,-1
20,9,1
1440,417,-1
1417,14,-1
20,11,1
1440,11,-1
20,6,1
1440,14,-1
1440,4,-1
20,4,1
1031,16,-1
1437,5,-1
20,3,1
1440,12,-1
1440,3,-1
20,4,1
713,16,-1
569,1797,1
20,119,-1
557,6143,1
20,151,-1
1432,53710,-1
1440,53,-1
20,17,1
1107,53,-1
1440,8,-1
20,7,1
1440,30,-1
1440,9,-1
1440,53,-1
1059,9,-1
20,7,1
1440,3294,-1
1440,16,-1
20,10,1
1415,39,-1
1440,9,-1
20,9,1
1440,37,-1
1112,12,-1
20,8,1
1058,42,-1
1440,14952,-1
20,47,1
1440,50,-1
1439,12,-1
20,8,1
1440,40,-1
1363,9,-1
20,7,1
1440,28,-1
1371,9,-1
20,8,1
20,11,1
1440,806,-1
1440,15,-1
20,8,1
1440,30,-1
1440,10,-1
20,8,1
1048,28,-1
1411,7,-1
20,6,1
1440,195,-1
1440,14,-1
1211,7,-1
20,107,1
1440,19034,-1
1436,30,-1
20,12,1
1107,36,-1
20,1001,-1
565,998,1
20,214,-1
557,289,1
20,164,-1
1428,7819,-1
565,805,1
20,36,-1
1436,39689,-1
1440,35,-1
20,8,1
1440,22,-1
1425,4,-1
20,3,1
1440,11,-1
1433,4,-1
20,4,1
1440,17,-1
1070,5,-1
20,3,1
1276,13,-1
1440,9349,-1
20,20,1
1440,32,-1
1425,9,-1
20,7,1
1440,41,-1
1429,10,-1
20,9,1
1396,36,-1
20,11,1
1065,41,-1
1439,11,-1
20,7,1
1437,31,-1
1266,10,-1
20,7,1
947,1278,1
20,149,-1
1440,9864,-1
1426,28,-1
20,16,1
1319,50,-1
1440,434,-1
20,12,1
1440,26,-1
1092,7,-1
20,6,1
1440,1158,-1
1437,11,-1
20,7,1
1288,23,-1
1433,25153,-1
20,46,1
1440,16659,-1
20,35,1
1439,55,-1
1437,15,-1
20,10,1
1440,60,-1
1369,13,-1
20,9,1
1431,53,-1
1259,16,-1
1031,7,-1
1440,6,-1
1366,6,-1
1432,6,-1
1440,5,-1
1294,6,-1
20,309,1
570,839,1
20,113,-1
565,1143,1
20,125,-1
1431,44648,-1
1440,44,-1
20,14,1
1415,40046,-1
1389,45,-1
20,19,1
1440,49,-1
1246,12,-1
20,9,1
1423,46599,-1
1381,48,-1
20,17,1
1440,46,-1
1395,13,-1
20,10,1
1184,31,-1
1437,19161,-1
20,33,1
1299,37,-1
1437,14517,-1
20,33,1
1439,40,-1
1424,10,-1
20,7,1
1432,26,-1
1418,7,-1
20,7,1
20,18,1
1440,83,-1
1440,11,-1
20,9,1
1438,37,-1
1425,9,-1
20,9,1
1440,82,-1
1440,11,-1
1357,6,-1
1440,4,-1
995,6,-1
1440,5,-1
1440,7,-1
1396,6,-1
1379,5,-1
1276,4,-1
20,442,1
555,3770,1
20,131,-1
1394,44388,-1
1412,174,-1
20,21,1
1410,298,-1
20,19,1
1434,45,-1
1440,10,-1
20,8,1
1440,34,-1
1054,10,-1
20,8,1
566,3020,1
20,62,-1
1436,24805,-1
1436,48,-1
20,17,1
1437,48,-1
1437,15,-1
20,11,1
1440,36,-1
1018,11,-1
20,11,1
1440,1926,-1
1440,22,-1
20,12,1
1057,40,-1
574,456,1
20,100,-1
20,22,1
1440,41,-1
1214,12,-1
20,7,1
1440,1280,-1
1438,10,-1
20,7,1
1303,28,-1
1429,20493,-1
20,51,1
1440,30,-1
1423,9,-1
20,7,1
1440,31,-1
1330,9,-1
20,8,1
1440,30,-1
1411,10,-1
20,12,1
1440,37,-1
1079,11,-1
20,9,1
1235,27,-1
505,1097,1
20,11,1
1439,212,-1
1440,14,-1
20,8,1
1436,31,-1
1440,11,-1
20,8,1
1440,38,-1
688,10,-1
20,6,1
564,1609,1
20,166,-1
1435,12173,-1
1440,34,-1
20,16,1
1439,42,-1
1440,12,-1
20,10,1
1440,39,-1
923,11,-1
20,9,1
1440,30,-1
1440,11,-1
20,9,1
1325,20,-1
20,9,1
564,461,1
20,89,-1
1440,20655,-1
943,27,-1
20,15,1
1440,2639,-1
1298,13,-1
20,7,1
1440,1345,-1
1434,14,-1
20,10,1
1434,38,-1
1437,9,-1
20,5,1
1130,29,-1
20,24126,1
1480,10758,1
1116,209,1
20,171,-1
1440,41406,-1
1434,36,-1
20,14,1
1219,18,-1
20,8,1
1440,36,-1
1440,11,-1
20,8,1
1076,35,-1
1263,9,-1
20,8,1
564,834,1
20,151,-1
1440,23379,-1
1440,36,-1
20,11,1
1438,52,-1
1242,16,-1
20,8,1
1295,30,-1
1435,12802,-1
20,38,1
1440,68,-1
1304,13,-1
20,11,1
1439,50,-1
1375,13,-1
1425,12056,-1
1428,21,-1
20,9,1
1408,38,-1
1307,11,-1
20,9,1
1437,31315,-1
1332,26,-1
20,12,1
1270,43,-1
1439,19595,-1
20,34,1
1306,42,-1
1433,22817,-1
20,48,1
1440,66,-1
1032,14,-1
20,9,1
1440,2353,-1
1440,19,-1
20,12,1
1060,48,-1
576,1237,1
32,145,-1
1431,11195,-1
20,40,1
1439,63,-1
1189,14,-1
20,11,1
1373,63,-1
1437,373,-1
20,21,1
1439,56,-1
1440,15,-1
20,8,1
1155,36,-1
1433,10,-1
20,8,1
1440,76,-1
1188,12,-1
20,8,1
1440,29,-1
1440,11,-1
20,9,1
1436,34,-1
1437,12,-1
20,8,1
1403,48,-1
540,7276,1
20,126,-1
1431,39287,-1
1432,49,-1
20,15,1
1281,46,-1
1264,18204,-1
20,29,1
567,523,1
20,120,-1
564,687,1
20,164,-1
1440,4074,-1
1440,22,-1
20,9,1
1188,34,-1
1439,17399,-1
20,30,1
1440,40,-1
1090,10,-1
20,9,1
1341,45,-1
1438,5207,-1
20,24,1
20,11,1
1286,37,-1
1440,9,-1
20,8,1
1292,32,-1
1440,2043,-1
20,20,1
1280,35,-1
1432,23147,-1
20,47,1
1440,48,-1
1215,13,-1
20,9,1
1440,16458,-1
1437,29,-1
20,13,1
1157,40,-1
1432,28314,-1
20,47,1
1440,42,-1
1230,11,-1
20,8,1
577,1482,1
20,132,-1
20,9,1
1440,29,-1
1342,6,-1
20,6,1
1440,27,-1
1433,7,-1
20,6,1
1428,18,-1
1440,5,-1
20,5,1
1149,22,-1
562,2249,1
20,249,-1
562,1176,1
20,111,-1
1440,7960,-1
1338,26,-1
20,17,1
1440,76,-1
1440,15,-1
20,9,1
1358,31,-1
1440,19,-1
20,13,1
1355,49,-1
1438,301,-1
20,15,1
1429,34,-1
1396,9,-1
20,10,1
1437,42,-1
1308,10,-1
20,8,1
1302,30,-1
568,14385,1
20,168,-1
1439,38419,-1
1438,34,-1
20,15,1
1124,37,-1
1239,5194,1
20,106,-1
414,19898,-1
562,3221,1
20,174,-1
416,62123,-1
553,44510,1
20,287,-1
1275,27997,-1
1378,13909,-1
20,47,1
1440,2168,-1
1430,20,-1
20,10,1
1440,34,-1
1119,7,-1
20,6,1
1432,27,-1
1436,7,-1
20,6,1
1440,27,-1
1414,8,-1
20,6,1
1349,27,-1
1440,9,-1
20,7,1
1439,27,-1
1439,8,-1
20,9,1
1440,32,-1
1346,9,-1
20,11,1
559,825,1
20,88,-1
1325,29672,-1
559,19207,1
20,157,-1
1352,5385,-1
566,4187,1
20,99,-1
1434,3286,1
120,182,1
20,127,-1
1440,10385,-1
1403,23,-1
20,16,1
1219,42,-1
566,7511,1
20,288,-1
1436,49148,-1
1401,28,-1
20,15,1
1172,39,-1
1432,4714,-1
20,20,1
1376,24,-1
561,1266,1
20,133,-1
1437,53618,-1
1347,45,-1
20,13,1
1151,49,-1
1437,20198,-1
20,36,1
1439,50,-1
1434,12,-1
20,8,1
1440,32,-1
1135,10,-1
20,7,1
1366,181,-1
1440,13093,-1
20,34,1
1440,36,-1
1433,8,-1
20,7,1
1436,38,-1
1440,11,-1
20,10,1
622,29,-1
20,26,1
1273,33,-1
1440,7,-1
20,5,1
1315,20,-1
1439,8417,-1
20,25,1
1440,38,-1
1439,8,-1
20,5,1
1003,20,-1
1440,5,-1
20,5,1
1308,24,-1
562,3158,1
20,167,-1
1434,25445,-1
1435,47,-1
20,17,1
1439,44,-1
1399,10,-1
20,7,1
1251,27,-1
1438,9111,-1
1440,27,-1
1439,8,-1
20,6,1
1440,25,-1
915,6,-1
30,4,1
565,1019,1
20,23,-1
1433,57306,-1
1440,52,-1
20,22,1
1440,48,-1
891,12,-1
20,9,1
1435,64531,-1
1438,55,-1
20,22,1
1439,50,-1
1440,14,-1
20,10,1
1366,46,-1
1440,10,-1
20,8,1
1426,35,-1
1324,12,-1
20,11,1
1440,38198,-1
1428,45,-1
20,17,1
1438,44,-1
1352,10,-1
20,7,1
1273,31,-1
1433,17123,-1
20,42,1
1440,53,-1
1431,12,-1
20,6,1
1305,23,-1
20,1270,1
564,18575,1
20,182,-1
1423,219,1
1324,85,1
20,101,-1
375,40283,-1
1440,14512,-1
20,35,1
1440,35,-1
1438,6,-1
20,4,1
1323,17,-1
1436,11818,-1
20,41,1
1436,34,-1
1116,6,-1
20,5,1
1410,18,-1
1439,6,-1
20,5,1
1440,27,-1
1440,7,-1
20,5,1
1073,22,-1
1437,7,-1
20,7,1
1434,41,-1
1440,6,-1
20,6,1
1439,24,-1
1322,8,-1
20,6,1
1437,2528,-1
20,21,1
1421,39,-1
1216,9,-1
20,6,1
563,2804,1
20,52,-1
1440,17976,-1
1426,31,-1
20,10,1
1289,23,-1
1438,7,-1
20,5,1
1419,25,-1
1428,6,-1
20,5,1
1274,29,-1
572,1190,1
20,132,-1
565,122,1
20,116,-1
564,3473,1
20,134,-1
638,525,1
1238,26,-1
564,649,1
20,159,-1
1376,683,-1
1440,531,-1
20,6,1
1392,13,-1
1220,3,-1
20,4,1
1434,17257,-1
1429,23,-1
20,7,1
1172,21,-1
1428,20693,-1
20,44,1
1311,32,-1
1440,1320,-1
34,9,1
1430,9,-1
1426,1,-1
20,1,1
1417,2,-1
1288,0,-1
20,1,1
20,10,1
1440,36,-1
1052,9,-1
20,8,1
1440,2950,-1
1440,20,-1
20,10,1
1440,40,-1
1440,8,-1
20,6,1
1440,30,-1
1255,8,-1
20,7,1
1440,34,-1
1028,11,-1
1440,5,-1
1439,4,-1
1232,5,-1
20,247,1
560,1526,1
20,193,-1
1440,3191,-1
1440,15,-1
20,9,1
20,122,-1
1433,56223,-1
1440,44,-1
20,16,1
1440,47,-1
917,13,-1
20,7,1
1440,6181,-1
1440,19,-1
20,13,1
1440,52,-1
1440,11,-1
20,8,1
1095,30,-1
1440,8,-1
20,7,1
1440,28,-1
1440,8,-1
20,8,1
1440,39,-1
1146,9,-1
20,9,1
1440,33,-1
1399,8,-1
1440,104,-1
20,16,1
1439,34,-1
1307,7,-1
20,7,1
1276,154,-1
20,375,1
563,2490,1
20,216,1
37,667,-1
1480,238,1
1270,78,1
20,80,-1
1440,17151,-1
1425,32,-1
20,10,1
1305,37,-1
560,605,1
20,136,-1
1440,2407,-1
1409,10,-1
20,5,1
1244,24,-1
1384,25726,-1
1440,22,-1
1193,13,-1
20,9,1
1440,36,-1
1327,11,-1
20,11,1
566,943,1
20,152,-1
562,5589,1
20,108,-1
1440,2450,-1
1420,19,-1
20,22,1
1439,50,-1
1135,14,-1
20,10,1
1440,30,-1
1415,9,-1
20,6,1
1308,26,-1
569,3232,1
20,162,-1
573,1642,1
20,90,-1
20,80,-1
1076,333,1
20,87,-1
566,5307,1
20,72,-1
565,489,1
20,127,-1
1345,23422,-1
561,3488,1
20,146,-1
650,22646,-1
1438,1001,-1
20,25,1
1430,54,-1
1257,9,-1
20,8,1
218,2074,-1
559,446,1
20,200,-1
1440,9070,-1
1357,20,-1
20,12,1
1308,49,-1
1373,6463,-1
1433,41924,-1
1440,48,-1
20,16,1
1440,51,-1
1440,12,-1
20,8,1
1361,39,-1
1440,8,-1
20,8,1
1439,37,-1
923,9,-1
20,9,1
1440,27,-1
1440,8,-1
20,7,1
1439,24,-1
1079,7,-1
20,6,1
1440,27,-1
1371,8,-1
20,6,1
1433,29212,-1
1440,48,-1
20,18,1
1440,62,-1
1435,12,-1
20,7,1
1440,37,-1
1434,11,-1
20,9,1
1439,43,-1
1052,10,-1
20,10,1
1440,48,-1
1438,11,-1
20,8,1
1439,42,-1
1245,12,-1
20,8,1
1440,38,-1
1440,10,-1
20,5,1
1047,27,-1
1439,7,-1
20,5,1
1440,32,-1
1440,6,-1
20,6,1
20,9,1
1440,27,-1
1440,9,-1
20,6,1
964,24,-1
1437,6,-1
20,6,1
1440,21,-1
1436,6,-1
20,6,1
1440,37,-1
1440,7,-1
20,5,1
1440,18,-1
1151,7,-1
20,4,1
1440,24,-1
1440,7,-1
20,4,1
957,16,-1
1440,6,-1
20,6,1
1440,24,-1
1440,8,-1
20,11,1
1167,37,-1
1439,18329,-1
20,32,1
1436,42,-1
1239,9,-1
20,6,1
1440,18601,-1
1417,34,-1
20,14,1
1418,43,-1
1430,8,-1
20,5,1
1284,28,-1
1438,8296,-1
20,22,1
1440,32,-1
964,9,-1
20,5,1
566,514,1
20,115,-1
1440,5598,-1
1433,20,-1
20,9,1
1443,64531,1
166,131,1
20,175,-1
578,58520,-1
20,148,1
565,61240,1
20,187,-1
563,64531,1
20,158,-1
562,1068,1
20,169,-1
520,56386,-1
20,40855,1
38,47930,-1
1440,46606,-1
1261,35,-1
20,14,1
1437,55883,-1
20,36,1
1422,39,-1
20,12,1
1346,31,-1
20,14,1
1371,592,-1
20,8,1
1440,40,-1
1110,9,-1
20,8,1
1440,40,-1
1181,8,-1
20,6,1
1440,32,-1
1287,11,-1
20,10,1
1438,35,-1
1371,13,-1
20,231,1
1435,37013,-1
1440,45,-1
20,20,1
1440,58,-1
1179,18,-1
20,15,1
1440,4055,-1
1440,24,-1
20,11,1
1438,47,-1
1417,12,-1
1424,41665,-1
134,39,-1
20,9,1
1435,32831,-1
1277,22,-1
20,11,1
1468,17852,1
89,185,1
20,207,-1
1376,1445,-1
562,781,1
20,154,-1
558,48203,1
20,163,-1
1437,20479,-1
1411,31,-1
20,16,1
1178,45,-1
569,7111,1
20,276,-1
1339,21468,-1
1409,8885,-1
20,36,1
1236,52,-1
572,1328,1
20,160,-1
1439,54139,-1
1434,46,-1
20,14,1
1440,58,-1
1440,13,-1
20,9,1
1440,32,-1
1434,10,-1
20,8,1
1440,31,-1
1022,10,-1
20,9,1
1440,38,-1
1440,10,-1
20,8,1
1439,31,-1
1071,11,-1
20,10,1
1440,34,-1
1440,9,-1
20,7,1
1411,32,-1
1437,47,-1
1439,11,-1
20,9,1
1440,38,-1
1141,9,-1
20,6,1
565,475,1
20,111,-1
1305,11578,-1
1439,4961,-1
20,34,1
1439,61,-1
1055,12,-1
20,12,1
1440,35,-1
1440,7,-1
20,7,1
1220,25,-1
566,494,1
20,41,-1
1439,49826,-1
1425,39,-1
20,13,1
1259,48,-1
1440,10,-1
20,6,1
1430,29,-1
1440,9,-1
1301,5,-1
1434,231,-1
1422,15,-1
1230,3,-1
20,279,1
557,1390,1
20,148,-1
1430,56097,-1
1440,48,-1
20,17,1
1440,46,-1
912,9,-1
20,6,1
1427,24,-1
1440,7,-1
20,6,1
1440,31,-1
1222,8,-1
20,5,1
1440,20,-1
1427,36,-1
1297,7,-1
20,5,1
1429,17923,-1
1440,39,-1
20,12,1
1427,22,-1
1437,5,-1
20,5,1
43,29,-1
563,307,1
20,52,-1
1440,8622,-1
1388,28,-1
20,14,1
1440,201,-1
1103,13,-1
20,7,1
1423,31318,-1
1435,52,-1
20,21,1
1410,52,-1
1384,13,-1
20,8,1
20,16,1
1322,46,-1
1359,528,-1
20,16,1
1439,2770,-1
1423,21,-1
20,11,1
1440,44,-1
1370,11,-1
20,11,1
1030,42,-1
564,1084,1
20,170,-1
1439,15738,-1
1437,31,-1
20,10,1
1143,33,-1
1440,2217,-1
20,15,1
1437,36,-1
1271,11,-1
20,6,1
1433,31803,-1
1423,39,-1
1136,34,-1
1440,8,-1
20,6,1
1305,28,-1
1438,30150,-1
20,49,1
1283,48,-1
1440,17,-1
20,12,1
1215,35,-1
1440,9,-1
20,7,1
1440,30,-1
1088,8,-1
20,6,1
1324,43190,-1
562,747,1
20,130,-1
1440,60860,-1
1438,45,-1
20,16,1
1440,50,-1
1084,13,-1
20,9,1
20,22,1
1440,55,-1
1163,11,-1
20,6,1
570,2190,1
20,167,-1
1440,256,-1
1439,13,-1
20,7,1
1111,31,-1
1440,12897,-1
20,28,1
1430,48,-1
1439,12,-1
20,8,1
1433,31,-1
1234,7,-1
20,7,1
1440,7749,-1
1437,16,-1
20,8,1
1438,37,-1
1430,11,-1
20,7,1
20,10,1
1440,38,-1
1032,12,-1
20,18,1
1440,3190,-1
1440,19,-1
20,11,1
1260,36,-1
1431,28262,-1
20,52,1
1440,56,-1
1165,13,-1
20,11,1
1440,52,-1
1440,14,-1
20,10,1
1188,39,-1
1440,11,-1
20,7,1
1339,33,-1
1435,14146,-1
20,29,1
1440,45,-1
1170,12,-1
20,136,-1
1432,720,1
106,63,1
20,69,-1
296,58290,-1
32,40397,-1
58,47336,-1
1440,45608,-1
20,41,1
1440,46,-1
1387,9,-1
20,7,1
1438,33,-1
1362,10,-1
20,7,1
1181,32,-1
558,464,1
20,217,-1
1440,29413,-1
1101,29,-1
20,12,1
1338,62773,-1
571,1176,1
20,205,-1
1440,14,-1
937,8,-1
20,7,1
1440,595,-1
1440,11,-1
20,7,1
1211,31,-1
1440,11,-1
20,9,1
1440,45,-1
1036,11,-1
20,16,1
1440,543,-1
1439,11,-1
1423,5,-1
1436,5,-1
1426,5,-1
1440,5,-1
1436,4,-1
1311,4,-1
20,313,1
564,2714,1
20,129,-1
532,2550,1
1440,64,-1
1440,10,-1
20,8,1
1057,32,-1
1440,11,-1
20,8,1
1338,30,-1
1440,370,-1
20,13,1
1440,22,-1
1440,9,-1
1424,5,-1
995,4,-1
20,211,1
1440,5820,-1
1434,20,-1
20,14,1
1440,47,-1
1440,11,-1
20,8,1
1440,28,-1
1063,9,-1
20,8,1
528,1051,1
1406,18,-1
1221,6,-1
20,4,1
559,6095,1
20,146,-1
1472,255,1
1393,146,1
20,149,-1
556,157,1
20,115,-1
515,52347,-1
540,48629,1
20,198,-1
559,145,1
20,168,-1
562,2384,1
20,137,-1
558,176,1
20,155,-1
1440,42267,-1
1392,34,-1
20,11,1
1373,41,-1
96,71,1
1440,42,-1
1440,7,-1
20,6,1
962,37,-1
570,2040,1
20,59,-1
1434,33146,-1
1437,43,-1
20,17,1
1415,55,-1
1440,13,-1
20,11,1
1438,40,-1
1440,12,-1
20,11,1
1187,42,-1
1440,11,-1
20,7,1
984,40,-1
1440,13,-1
20,8,1
1439,43,-1
1440,10,-1
20,9,1
20,13,1
1440,788,-1
1440,11,-1
20,7,1
1440,30,-1
1432,7,-1
20,6,1
1440,42,-1
1370,9,-1
20,6,1
1438,24,-1
1440,8,-1
20,6,1
1435,21,-1
1435,6,-1
20,5,1
1440,22,-1
1403,6,-1
20,5,1
739,15,-1
576,1581,1
20,86,-1
571,8790,1
20,143,-1
1473,4668,1
20,124,1
20,321,-1
564,785,1
20,238,-1
1434,22610,-1
1425,42,-1
20,20,1
1186,62,-1
1440,847,-1
20,19,1
1440,39,-1
1045,10,-1
20,8,1
1377,225,-1
565,1462,1
20,139,-1
1440,51709,-1
1436,44,-1
20,14,1
1071,38,-1
1363,1250,-1
20,13,1
1418,1675,-1
532,12305,-1
20,38832,1
1434,49384,-1
20,80,1
1436,88,-1
1440,17,-1
20,13,1
1438,40,-1
1440,12,-1
20,9,1
1070,35,-1
1440,8,-1
20,11,1
1439,33,-1
1440,10,-1
20,9,1
1185,38,-1
1440,12,-1
20,8,1
1429,33,-1
1393,11,-1
20,8,1
1440,27,-1
923,12,-1
20,17,1
1439,51,-1
1438,12,-1
20,11,1
1440,49,-1
1434,12,-1
20,8,1
1432,31,-1
1434,9,-1
20,9,1
1205,38,-1
559,1168,1
20,206,-1
1440,32665,-1
1414,35,-1
20,16,1
1440,52,-1
1065,12,-1
20,12,1
1440,36,-1
1440,12,-1
20,11,1
1440,34,-1
1400,10,-1
20,64,1
1440,89,-1
1413,15,-1
20,11,1
1440,106,-1
1103,14,-1
20,9,1
1440,90,-1
1432,16,-1
20,9,1
1438,42,-1
1440,13,-1
20,8,1
1034,25,-1
1437,470,-1
20,15,1
1440,35,-1
1440,11,-1
20,7,1
960,26,-1
1440,426,-1
20,10,1
1440,33,-1
1375,8,-1
1251,21,-1
1440,2081,-1
20,12,1
1437,20,-1
1116,4,-1
20,5,1
1440,17,-1
1428,5,-1
20,4,1
1440,20,-1
1437,6,-1
20,5,1
1435,20,-1
1434,6,-1
20,4,1
1438,27,-1
1437,6,-1
20,3,1
1338,12,-1
1440,2476,-1
20,13,1
1275,22,-1
1420,4,-1
20,3,1
20,6,1
1014,32,-1
1440,457,-1
20,13,1
1440,28,-1
1440,6,-1
20,6,1
1088,18,-1
1440,814,-1
20,11,1
1307,24,-1
1380,800,-1
20,12,1
566,3070,1
20,132,-1
1436,11566,-1
1438,32,-1
20,14,1
1312,36,-1
1438,6,-1
20,4,1
1422,19,-1
1440,9,-1
20,8,1
20,12,1
1440,37,-1
978,10,-1
20,7,1
1440,18093,-1
1440,32,-1
20,13,1
1440,44,-1
1086,10,-1
20,9,1
1440,2258,-1
1436,15,-1
20,11,1
1440,40,-1
1440,12,-1
20,11,1
1440,47,-1
1440,14,-1
20,11,1
1440,38,-1
994,12,-1
20,11,1
1440,37,-1
1095,11,-1
985,72,-1
1439,13527,-1
20,33,1
1440,49,-1
1381,11,-1
20,10,1
1440,42,-1
1295,8,-1
20,7,1
1439,8935,-1
1424,22,-1
20,9,1
1434,34,-1
1394,10,-1
20,7,1
1278,29,-1
1376,591,-1
20,10,1
565,359,1
20,178,-1
1440,1723,-1
1423,10,-1
20,6,1
1362,49,-1
1438,40,-1
1437,11,-1
20,9,1
1433,39,-1
1434,8,-1
20,8,1
1440,46,-1
1438,10,-1
20,8,1
1439,51,-1
957,9,-1
20,11,1
1440,40,-1
1440,9,-1
1428,5,-1
1000,6,-1
1440,5,-1
1432,6,-1
1428,5,-1
1427,5,-1
1431,5,-1
1421,6,-1
1429,4,-1
1331,4,-1
20,45,-1
562,3408,1
20,154,-1
560,443,1
20,95,-1
565,435,1
20,76,-1
1025,44141,-1
20,39725,1
564,61188,1
370,257,1
20,129,-1
566,170,1
20,109,-1
566,185,1
20,97,-1
1480,417,1
1442,138,1
20,107,-1
545,201,1
20,103,-1
1457,845,1
20,98,1
111,30,1
20,20,1
1440,87,-1
1091,11,-1
20,6,1
1439,33,-1
1440,9,-1
20,7,1
1433,24,-1
1437,8,-1
20,4,1
1334,20,-1
1440,701,-1
20,19,1
961,28,-1
1432,12909,-1
20,33,1
1439,29,-1
1371,8,-1
20,8,1
1440,36,-1
1435,9,-1
20,9,1
1440,34,-1
963,11,-1
20,130,-1
1433,21559,-1
1440,32,-1
20,12,1
1440,35,-1
875,11,-1
20,6,1
1379,1016,-1
569,314,1
20,63,-1
1348,43,-1
1431,14851,-1
20,34,1
1440,47,-1
1297,11,-1
20,8,1
1352,36,-1
568,2419,1
20,70,-1
1367,10899,-1
1434,5815,-1
20,24,1
1417,33,-1
1402,9,-1
946,6,-1
20,4,1
1436,4505,-1
1434,16,-1
20,4,1
1440,21,-1
1434,4,-1
20,2,1
1438,7,-1
1436,1,-1
20,1,1
1434,1,-1
1412,0,-1
20,0,-1
1430,0,-1
916,0,-1
20,0,1
556,653,1
20,76,-1
1421,29914,-1
1432,61,-1
20,19,1
1423,78,-1
1356,18,-1
568,1276,1
20,113,-1
1344,28121,-1
1440,5303,-1
20,26,1
1440,51,-1
1001,12,-1
20,9,1
1436,47532,-1
1419,44,-1
20,14,1
1440,52,-1
1437,11,-1
20,9,1
1440,36,-1
1424,11,-1
20,9,1
1053,37,-1
1440,10,-1
20,10,1
1315,41,-1
1440,482,-1
20,19,1
1419,37,-1
1427,104,-1
1417,13,-1
20,9,1
1183,41,-1
1422,11,-1
20,8,1
1351,29,-1
1428,11,-1
20,9,1
1294,36,-1
559,1803,1
20,132,-1
566,4432,1
20,40,-1
565,1192,1
20,197,-1
560,21332,1
20,168,-1
1331,45550,-1
566,13085,1
20,322,-1
1440,18178,-1
1402,24,-1
37,12,1
20,6,1
1045,27,-1
1440,6340,-1
20,31,1
1439,46,-1
1419,11,-1
20,8,1
1429,33,-1
1102,15,-1
20,369,1
560,4661,1
20,129,-1
1440,5361,-1
1427,25,-1
20,10,1
1433,32,-1
1440,8,-1
20,6,1
1440,26,-1
1440,7,-1
20,5,1
1226,26,-1
1440,8,-1
20,6,1
1203,20,-1
1433,4,-1
20,3,1
1440,15,-1
1434,4,-1
20,3,1
1437,12,-1
908,5,-1
20,3,1
1429,24739,-1
1440,42,-1
20,10,1
1170,37,-1
36,44322,1
1432,2386,-1
1440,37,-1
20,11,1
1440,35,-1
1433,12,-1
20,10,1
1440,67,-1
1440,11,-1
20,10,1
811,38,-1
