pkg_len,pkg_iat,pkt_dir
20,17,1
1440,38,-1
1106,11,-1
20,9,1
1440,413,-1
1440,12,-1
20,8,1
1440,36,-1
1148,11,-1
20,6,1
20,25,1
1440,293,-1
1426,12,-1
20,9,1
1440,37,-1
1252,13,-1
20,12,1
1440,46,-1
1027,11,-1
20,9,1
1402,1300,-1
1440,164,-1
20,20,1
1440,66,-1
1440,11,-1
20,9,1
1170,28,-1
1440,10,-1
20,9,1
1440,33,-1
1105,12,-1
20,12,1
1439,36,-1
1437,15,-1
20,8,1
1413,26,-1
1336,6,-1
20,4,1
561,652,1
20,113,-1
566,5958,1
20,115,-1
572,3604,1
20,103,-1
92,294,-1
571,90,1
20,106,-1
561,1062,1
20,128,-1
559,751,1
20,77,-1
557,853,1
20,108,-1
1213,64389,-1
563,2185,1
20,182,-1
554,64531,1
20,141,1
1392,7,-1
20,5,1
1440,45,-1
1440,8,-1
20,6,1
1431,16,-1
1045,5,-1
20,5,1
1437,707,-1
1440,11,-1
20,5,1
926,22,-1
20,39750,1
1438,5986,-1
1440,22,-1
20,9,1
1437,26,-1
1289,11,-1
20,5,1
569,388,1
20,180,-1
1426,4051,-1
1353,47,-1
20,9,1
1384,30,-1
1429,7,-1
20,6,1
1440,30,-1
1430,8,-1
20,5,1
1440,23,-1
1409,6,-1
20,8,1
1030,24,-1
564,528,1
20,101,-1
1437,8576,-1
1425,20,-1
20,6,1
1440,28,-1
1437,4,-1
20,3,1
1346,6,-1
1438,158,-1
1419,3,-1
1412,1,-1
20,2,1
20,17,-1
20,110,-1
1432,36279,-1
1416,49,-1
20,19,1
1437,49,-1
1431,14,-1
20,12,1
1439,62,-1
1440,12,-1
20,9,1
1060,38,-1
566,908,1
20,171,-1
1440,26225,-1
1405,36,-1
20,21,1
1417,72,-1
1430,18,-1
20,11,1
1440,55,-1
1440,10,-1
20,8,1
1440,31,-1
936,12,-1
20,12,1
1440,47,-1
1005,11,-1
20,11,1
1337,40,-1
1428,20266,-1
20,43,1
1437,47,-1
1415,16,-1
20,13,1
1440,52,-1
1358,11,-1
20,7,1
1263,26,-1
1440,5969,-1
20,25,1
1438,32,-1
1281,9,-1
20,7,1
568,1447,1
20,123,-1
1440,3623,-1
1422,23,-1
20,7,1
1433,17,-1
20,9,1
1440,31,-1
1394,7,-1
20,5,1
1440,20,-1
886,6,-1
20,5,1
571,649,1
20,59,-1
1333,6474,-1
1440,7166,-1
20,23,1
1439,34,-1
1440,9,-1
20,8,1
1440,27,-1
992,9,-1
20,6,1
1440,271,-1
1440,11,-1
20,8,1
1260,38,-1
1435,20744,-1
1440,47,-1
1203,11,-1
20,7,1
1353,2977,-1
1440,1948,-1
20,19,1
1439,49,-1
1155,15,-1
20,9,1
1440,8282,-1
1437,20,-1
20,10,1
1146,33,-1
563,1067,1
20,110,-1
1440,7504,-1
1429,13,-1
20,8,1
1440,24,-1
1083,8,-1
20,5,1
1315,25916,-1
580,1710,1
20,212,-1
905,24,-1
1440,337,-1
20,12,1
1440,35,-1
1432,9,-1
20,6,1
1440,26,-1
1388,8,-1
20,6,1
1426,29,-1
1434,7,-1
20,7,1
1440,54,-1
1439,10,-1
20,8,1
1429,28,-1
1183,7,-1
1427,4,-1
930,2,-1
1358,171,-1
20,210,1
566,2466,1
20,73,-1
565,1518,1
969,74,-1
1430,11,-1
20,7,1
1440,57,-1
1415,11,-1
20,8,1
1440,248,-1
1440,9,-1
20,7,1
1062,22,-1
1436,5,-1
20,5,1
1440,31,-1
1438,6,-1
20,3,1
1078,18,-1
1438,5,-1
20,5,1
1440,17,-1
1440,6,-1
1416,4,-1
1432,3,-1
1046,3,-1
1440,5,-1
1437,23,-1
1433,4,-1
20,3,1
1440,13,-1
539,4,-1
20,2,1
565,10117,1
20,99,-1
1436,52930,-1
1434,54,-1
20,19,1
1268,68,-1
568,1891,1
20,99,-1
1436,64531,-1
1440,68,-1
20,20,1
911,43,-1
1440,11,-1
20,9,1
1440,31,-1
1010,8,-1
20,7,1
486,12113,1
1430,30738,-1
1440,38,-1
20,15,1
1440,50,-1
1395,8,-1
20,8,1
1440,36,-1
846,11,-1
20,8,1
1440,2613,-1
1437,16,-1
20,11,1
1366,44,-1
1440,274,-1
20,11,1
1435,23,-1
1427,5,-1
20,5,1
1432,22,-1
1093,6,-1
20,4,1
568,1169,1
20,187,-1
1166,340,1
20,42861,-1
604,64531,-1
20,41,1
583,28633,1
20,321,-1
571,148,1
20,143,-1
572,64531,-1
20,39409,1
567,64531,-1
20,36,1
527,64531,-1
20,47,1
589,64531,-1
20,58,1
623,64531,-1
20,60,1
567,11256,1
20,242,-1
563,231,1
20,128,-1
622,64531,-1
20,40626,1
555,64531,-1
1424,12,-1
20,8,1
1440,29,-1
1381,9,-1
20,6,1
1252,32,-1
1440,4424,-1
20,31,1
1435,44,-1
1044,11,-1
20,7,1
1440,31,-1
1409,7,-1
20,5,1
1228,19,-1
1434,14008,-1
20,42,1
1440,47,-1
1135,10,-1
20,8,1
1383,20854,-1
1440,200,-1
20,24,1
1398,55,-1
1440,20,-1
20,10,1
1143,37,-1
565,3724,1
20,156,-1
1437,17880,-1
1440,33,-1
20,12,1
1433,48,-1
1428,11,-1
20,9,1
1440,35,-1
1054,10,-1
20,6,1
1440,781,-1
1425,14,-1
20,8,1
1215,35,-1
1439,3746,-1
20,30,1
1440,35,-1
1161,10,-1
20,6,1
1439,753,-1
1440,31,-1
1440,7,-1
20,6,1
1136,24,-1
1440,6,-1
20,5,1
1440,21,-1
1438,7,-1
20,5,1
1310,36,-1
20,3331,-1
557,1004,1
20,198,-1
1440,52134,-1
1440,40,-1
20,19,1
944,45,-1
1439,14,-1
20,11,1
1440,43,-1
1440,10,-1
20,8,1
1440,37,-1
1389,10,-1
20,6,1
1440,30,-1
1438,8,-1
20,6,1
971,30,-1
569,450,1
20,95,-1
1440,7659,-1
1440,25,-1
20,12,1
1435,38,-1
1358,9,-1
20,8,1
1436,30,-1
1440,8,-1
20,8,1
1432,33,-1
1440,7,-1
20,5,1
1440,25,-1
1177,12,-1
20,6,1
580,1100,1
20,116,-1
20,93,-1
1431,40387,-1
1440,44,-1
20,17,1
1440,58,-1
1065,14,-1
20,10,1
1440,2431,-1
1312,15,-1
20,9,1
1437,978,-1
1440,14,-1
20,8,1
1440,30,-1
1224,10,-1
20,7,1
1364,28,-1
68,917,1
1440,390,-1
1440,13,-1
1435,5,-1
1423,3,-1
1025,4,-1
1440,4,-1
1440,15,-1
1423,7,-1
1423,7,-1
1440,6,-1
913,6,-1
20,225,1
568,631,1
20,58,-1
560,3768,1
20,97,-1
1436,41539,-1
1440,41,-1
20,13,1
1440,30,-1
1440,7,-1
20,7,1
943,28,-1
1440,6,-1
20,4,1
1440,19,-1
1439,5,-1
20,4,1
1440,22,-1
1225,6,-1
20,213,-1
567,17054,1
20,114,-1
567,331,1
20,148,-1
1440,17091,-1
1432,29,-1
20,16,1
1440,52,-1
1072,15,-1
20,14,1
1440,898,-1
1422,17,-1
20,12,1
1440,56,-1
1419,17,-1
20,13,1
1440,42,-1
967,13,-1
20,10,1
1440,20353,-1
1310,18,-1
20,9,1
1419,8643,-1
935,15,-1
1434,4,-1
20,3,1
1440,20,-1
1424,7,-1
20,6,1
1440,30,-1
1437,8,-1
20,5,1
1324,14,-1
1440,3688,-1
20,25,1
1440,28,-1
1228,7,-1
20,6,1
1440,2952,-1
1440,14,-1
20,10,1
1076,41,-1
1440,11,-1
20,7,1
1439,57,-1
1424,10,-1
20,9,1
1428,55224,-1
1440,51,-1
20,16,1
1215,57,-1
1435,11,-1
20,10,1
1440,56,-1
1439,12,-1
20,8,1
1000,37,-1
567,2191,1
20,141,-1
1437,53933,-1
1440,48,-1
20,17,1
1440,48,-1
1440,13,-1
20,12,1
1002,42,-1
1440,11,-1
20,10,1
1394,46,-1
1440,10,-1
20,7,1
1438,8,-1
20,10,1
1440,37,-1
1440,10,-1
20,9,1
1437,33,-1
1037,10,-1
20,329,1
1440,2924,-1
1440,19,-1
20,12,1
1440,39,-1
1440,11,-1
20,9,1
1081,32,-1
1440,9,-1
20,7,1
1440,37,-1
1422,10,-1
1412,6,-1
1413,5,-1
1284,4,-1
20,214,1
1440,14067,-1
20,16,1
1440,55,-1
1436,12,-1
20,10,1
1438,41,-1
1113,12,-1
20,8,1
1440,33,-1
1418,11,-1
20,9,1
1338,49,-1
561,1591,1
20,161,-1
1440,10611,-1
1425,23,-1
20,11,1
1440,41,-1
1440,12,-1
20,8,1
1439,33,-1
1114,11,-1
20,7,1
1440,9287,-1
1419,18,-1
1423,10,-1
20,7,1
1192,30,-1
1397,1927,-1
20,20,1
567,820,1
20,140,-1
566,6959,1
20,193,-1
562,2604,1
20,196,-1
1440,25998,-1
1433,28,-1
20,14,1
1398,38,-1
1429,9,-1
20,8,1
1439,29,-1
1375,8,-1
20,6,1
876,21,-1
1440,9300,-1
20,34,1
1432,35,-1
1414,23,-1
20,13,1
1333,47,-1
20,20,1
568,9306,1
20,238,-1
607,55976,-1
562,2313,1
20,178,-1
556,64531,1
20,230,-1
558,1121,1
20,189,-1
1112,179,1
20,154,-1
704,53686,-1
20,62,1
536,64531,-1
20,40,1
560,3995,1
20,218,-1
675,64531,-1
20,36935,1
517,53918,-1
1431,1701,-1
1225,7,-1
20,4,1
1299,2106,-1
1440,10321,-1
20,32,1
1414,27,-1
1307,3,-1
20,4,1
334,3468,-1
1164,303,1
20,168,-1
1440,3488,-1
1099,24,-1
20,7,1
1440,3851,-1
1436,13,-1
20,6,1
1240,35,-1
1380,1157,-1
20,14,1
1430,354,-1
1387,13,-1
20,7,1
1434,30,-1
20,15,1
1437,68,-1
1439,13,-1
20,10,1
1440,49,-1
1198,11,-1
20,10,1
1325,25,-1
1374,8881,-1
20,30,1
1440,11080,-1
1434,32,-1
20,9,1
1146,33,-1
1440,123,-1
20,14,1
1438,41,-1
972,9,-1
20,7,1
1440,31,-1
1440,8,-1
20,6,1
1175,22,-1
1440,12,-1
1440,8,-1
1015,7,-1
1440,7,-1
1440,6,-1
1143,5,-1
20,334,1
560,2626,1
20,111,-1
1440,10312,-1
1440,33,-1
20,16,1
1439,53,-1
1107,12,-1
20,9,1
960,32,-1
1438,8,-1
20,6,1
1440,37,-1
1440,8,-1
20,6,1
1439,28,-1
1440,7,-1
20,7,1
114,22174,1
1440,118,-1
1374,14,-1
20,5,1
20,572,-1
1421,10607,-1
1360,96,-1
20,19,1
1434,76,-1
1434,13,-1
20,7,1
1134,30,-1
1434,18310,-1
20,33,1
1425,42,-1
1271,12,-1
20,6,1
1280,39912,-1
564,1171,1
20,269,-1
561,1482,1
20,98,-1
481,31810,-1
571,7422,1
1430,6,-1
20,4,1
1440,18,-1
1437,4,-1
20,3,1
1440,12,-1
1439,3,-1
20,3,1
1440,10,-1
1439,4,-1
20,3,1
1440,12,-1
1085,3,-1
1420,2,-1
1440,2,-1
1410,3,-1
1289,3,-1
20,209,1
556,697,1
20,48,-1
1420,44681,-1
1440,66,-1
20,17,1
1343,42,-1
20,10,1
1440,43,-1
1431,11,-1
20,10,1
1438,58,-1
1043,12,-1
20,12,1
1440,36,-1
1440,11,-1
20,7,1
1421,28,-1
1440,16,-1
20,10,1
1416,28,-1
1438,8,-1
20,6,1
1439,33,-1
1435,8,-1
20,7,1
1440,29,-1
1440,9,-1
20,5,1
1440,16,-1
1364,7,-1
1440,22,-1
1413,6,-1
20,7,1
1440,25,-1
1434,7,-1
20,7,1
1440,20,-1
1425,8,-1
1423,4,-1
1200,3,-1
20,303,1
1438,705,-1
1433,10,-1
20,7,1
1440,24,-1
1440,7,-1
20,5,1
1440,18,-1
1198,6,-1
1439,4,-1
1293,2,-1
20,142,1
1434,242,-1
1418,8,-1
20,10,1
1312,42,-1
1365,11989,-1
20,31,1
1440,1111,-1
169,14,-1
20,6,1
579,2909,1
20,191,-1
1440,48,-1
1429,20,-1
1272,2,-1
20,2,1
568,480,1
20,56,-1
566,521,1
20,99,-1
564,3999,1
20,132,-1
563,870,1
20,73,-1
852,479,1
20,158,-1
1355,9785,-1
1420,13,-1
20,20,1
745,74,-1
1381,297,-1
556,1092,1
20,169,-1
1376,2546,-1
1440,485,-1
20,8,1
1440,11,-1
1434,2,-1
20,2,1
1227,5,-1
1435,2,-1
20,2,1
1437,5,-1
1431,1,-1
20,2,1
1439,10,-1
1434,2,-1
20,2,1
1436,8,-1
1138,1,-1
20,2,1
1400,9,-1
20,7,1
1407,34,-1
1266,10,-1
20,6,1
1440,27398,-1
1371,28,-1
20,12,1
1275,43,-1
101,47573,1
1364,204,-1
20,112,1
1387,832,-1
1440,250,-1
1437,12,-1
20,7,1
1040,30,-1
20,3009,1
561,23688,1
20,339,-1
1267,27689,1
68,212,1
20,154,-1
462,45954,1
20,18,1
1410,69,-1
1440,17,-1
20,9,1
1355,34,-1
1438,10,-1
20,7,1
1418,33,-1
1432,9,-1
20,8,1
20,65,-1
561,2895,1
20,69,-1
1440,26645,-1
1317,26,-1
20,11,1
1438,8113,-1
1439,25,-1
20,12,1
1436,45,-1
1435,10,-1
20,6,1
1435,29,-1
1417,10,-1
20,19,1
1252,31,-1
20,36690,1
1440,4148,-1
1421,26,-1
20,14,1
1428,53,-1
1405,13,-1
20,12,1
1232,36,-1
1440,1535,-1
20,19,1
1440,45,-1
550,12,-1
20,8,1
567,5965,1
20,188,-1
566,1456,1
20,165,-1
561,260,1
20,177,-1
1407,35207,1
245,137,1
20,108,1
1432,27963,-1
20,49,1
1437,64,-1
1439,11,-1
20,10,1
1440,34,-1
1007,9,-1
20,8,1
1440,15425,-1
1300,25,-1
20,16,1
1440,1069,-1
1192,18,-1
20,13,1
1440,217,-1
1440,16,-1
20,10,1
1440,38,-1
1307,11,-1
20,7,1
1432,34,-1
1374,13,-1
20,8,1
588,1266,1
1175,10,-1
20,646,1
563,3940,1
20,149,-1
1440,14406,-1
1440,34,-1
20,20,1
994,49,-1
1440,11,-1
20,10,1
1438,43,-1
1440,11,-1
20,10,1
1440,46,-1
1100,12,-1
20,12,1
1440,46,-1
1440,10,-1
20,9,1
1440,30,-1
1190,10,-1
1440,6,-1
1434,6,-1
1173,4,-1
20,186,-1
567,1859,1
20,74,-1
1440,1000,-1
1440,16,-1
20,9,1
1030,31,-1
1440,1082,-1
20,19,1
1415,29,-1
1309,8,-1
20,7,1
1440,316,-1
1391,12,-1
20,8,1
1440,74,-1
1440,10,-1
20,8,1
1222,24,-1
1438,12701,-1
20,34,1
1439,39,-1
1399,6,-1
20,6,1
1440,243,-1
1119,17,-1
20,10,1
1372,36,-1
1433,215,-1
20,21,1
1437,47,-1
1425,12,-1
20,12,1
1437,48,-1
1300,16,-1
20,11,1
1122,47,-1
85,44273,-1
573,774,1
20,239,-1
1435,33905,-1
1440,39,-1
20,14,1
1440,41,-1
1379,11,-1
20,8,1
1439,36,-1
1393,8,-1
503,114,1
20,31,-1
1423,44093,-1
1286,49,-1
20,560,1
561,2540,1
20,129,-1
1436,19682,-1
1440,33,-1
20,12,1
1432,35,-1
1440,9,-1
20,7,1
1440,27,-1
1439,7,-1
20,6,1
1440,24,-1
1065,7,-1
20,5,1
1440,18,-1
1430,6,-1
20,6,1
1440,25,-1
1371,8,-1
1440,11,-1
20,9,1
1440,37,-1
1418,9,-1
20,9,1
1440,69,-1
1440,13,-1
20,10,1
996,33,-1
1440,10,-1
20,9,1
1440,32,-1
1440,9,-1
20,8,1
1082,24,-1
564,751,1
20,171,-1
1433,17302,-1
1440,48,-1
20,18,1
1431,57,-1
1357,13,-1
20,10,1
1432,54,-1
1425,5,-1
1417,6,-1
1318,4,-1
1403,252,-1
1433,8,-1
1434,5,-1
1374,5,-1
1432,5,-1
1426,4,-1
1423,4,-1
1423,5,-1
1426,4,-1
1418,6,-1
1420,6,-1
1436,5,-1
1324,5,-1
20,283,1
20,557,1
556,3497,1
20,126,-1
560,4255,1
20,158,-1
1418,8991,-1
1439,28,-1
20,28,1
568,1377,1
20,45,-1
1370,5243,-1
1367,455,-1
20,13,1
1439,934,-1
1419,18,-1
20,10,1
1436,28,-1
1322,9,-1
20,7,1
1420,22,-1
1421,7,-1
20,5,1
1435,20,-1
1402,5,-1
20,5,1
1328,18,-1
1440,9912,-1
20,29,1
1318,37,-1
576,854,1
20,43,-1
20,21,1
1440,46,-1
1440,11,-1
20,8,1
1440,28,-1
1440,7,-1
20,6,1
1440,25,-1
1255,7,-1
20,5,1
1109,28,-1
1439,8,-1
20,14,1
1440,31,-1
1431,10,-1
1438,4,-1
1432,3,-1
1237,3,-1
20,226,1
558,2296,1
20,73,-1
1435,29554,-1
1437,41,-1
20,13,1
1344,29,-1
1440,9,-1
20,7,1
1437,45,-1
1410,9,-1
20,7,1
1202,29,-1
1440,9,-1
20,9,1
1420,25,-1
1409,11,-1
20,7,1
1438,162,-1
1122,11,-1
20,7,1
565,1784,1
20,60,-1
567,3877,1
20,93,-1
562,423,1
20,129,-1
561,5721,1
20,130,-1
570,2232,1
20,46,1
1433,51,-1
1433,16,-1
20,8,1
1440,38,-1
1192,10,-1
20,7,1
1285,30,-1
560,1599,1
20,257,-1
1437,23711,-1
1432,32,-1
20,12,1
1440,38,-1
1440,8,-1
20,5,1
1440,19,-1
1440,6,-1
20,5,1
1440,28,-1
926,8,-1
20,5,1
580,926,1
20,111,-1
1440,50,-1
1161,13,-1
20,6,1
564,900,1
20,114,-1
1440,5482,-1
1350,34,-1
20,13,1
1438,21522,-1
1439,36,-1
20,11,1
1439,34,-1
922,9,-1
20,5,1
1480,8174,1
213,146,1
20,200,-1
1376,7179,-1
1440,736,-1
20,24,1
1439,49,-1
1137,11,-1
20,8,1
1414,18658,-1
1440,25,-1
1440,7,-1
20,6,1
1440,33,-1
1440,7,-1
20,6,1
1440,22,-1
948,6,-1
20,5,1
1440,24,-1
1407,6,-1
1440,4,-1
1440,3,-1
1440,2,-1
870,4,-1
1440,3,-1
1102,4,-1
1440,5,-1
1440,4,-1
1304,4,-1
20,183,1
554,754,1
20,84,-1
1440,22,-1
1440,58,-1
1433,9,-1
20,6,1
1357,25,-1
1438,8,-1
20,6,1
1434,21,-1
1437,7,-1
20,6,1
1440,30,-1
1402,9,-1
20,7,1
1312,24,-1
561,884,1
20,47,-1
1438,35521,-1
1435,46,-1
20,24,1
1440,73,-1
1440,18,-1
20,15,1
878,53,-1
1440,181,-1
20,22,1
564,1630,1
20,149,-1
1440,2532,-1
1435,20,-1
20,9,1
1435,41,-1
1419,11,-1
20,6,1
1330,35,-1
1238,11,-1
20,6,1
562,720,1
20,59,-1
1440,3026,-1
1430,12,-1
20,7,1
1290,28,-1
1440,643,-1
20,14,1
1269,28,-1
575,549,1
20,181,-1
571,238,1
20,174,1
1440,24,-1
20,11,1
1440,36,-1
1428,8,-1
20,8,1
1440,38,-1
1104,9,-1
20,6,1
1440,241,-1
1342,11,-1
20,11,1
1440,38,-1
1440,9,-1
20,7,1
1440,35,-1
953,7,-1
20,5,1
1440,31,-1
1381,8,-1
20,6,1
1440,718,-1
1440,14,-1
20,10,1
1438,47,-1
574,6489,1
20,35,-1
221,50478,-1
1354,14852,-1
20,37,1
1434,53989,-1
1421,58,-1
20,17,1
1428,67,-1
1416,14,-1
20,13,1
1428,52,-1
1440,16,-1
20,11,1
1440,43,-1
1105,12,-1
20,13,1
564,1112,1
20,190,-1
1440,21799,-1
1440,38,-1
20,16,1
1379,46,-1
1427,14,-1
1433,4,-1
20,5,1
1434,16,-1
1243,7,-1
20,378,1
569,723,1
20,147,-1
564,8629,1
20,81,-1
870,5653,-1
20,36172,1
1440,41707,-1
1402,38,-1
20,14,1
1440,40,-1
1326,9,-1
20,9,1
1439,58,-1
1440,14,-1
20,10,1
1038,34,-1
1440,8,-1
20,8,1
1437,36,-1
20,134,-1
1439,3080,-1
1368,28,-1
20,11,1
1440,403,-1
1437,10,-1
20,8,1
1440,52,-1
930,8,-1
20,5,1
1440,31,-1
1440,7,-1
20,5,1
1204,19,-1
1440,5,-1
20,4,1
1403,14,-1
1440,4,-1
20,3,1
1440,9,-1
1431,3,-1
20,2,1
1434,5,-1
1422,2,-1
1431,10,-1
20,7,1
1223,26,-1
1440,11785,-1
20,25,1
1440,35,-1
986,7,-1
20,6,1
1440,7956,-1
1438,20,-1
20,9,1
1435,31,-1
1426,8,-1
20,5,1
1320,27,-1
567,848,1
20,148,-1
560,344,1
20,168,-1
1440,9672,-1
1438,20,-1
20,9,1
1440,34,-1
1092,10,-1
971,32,-1
20,12,1
1434,46,-1
20,17,1
1440,28,-1
1430,9,-1
1085,8,-1
20,220,1
564,4379,1
20,137,-1
1091,38248,-1
20,39656,1
1432,27640,-1
1362,55,-1
20,19,1
1428,44,-1
1439,11,-1
20,11,1
1427,29,-1
1425,10,-1
20,7,1
1301,41,-1
356,40188,-1
20,106,1
20,34,-1
1440,31169,-1
1334,45,-1
20,18,1
1295,63,-1
1440,983,-1
20,25,1
1245,50,-1
568,2101,1
20,191,-1
1427,54247,-1
1430,61,-1
20,17,1
1431,39,-1
1419,12,-1
20,9,1
1428,36,-1
1401,12,-1
20,8,1
1431,30,-1
1296,10,-1
20,8,1
580,641,1
20,167,-1
1439,1545,-1
1416,18,-1
20,10,1
1440,41,-1
1433,12,-1
20,9,1
1440,33,-1
1440,8,-1
20,7,1
1084,24,-1
1399,8,-1
20,6,1
1440,281,-1
1385,9,-1
20,7,1
564,2820,1
20,60,-1
1439,5707,-1
1418,31,-1
20,18,1
1440,130,-1
1263,16,-1
20,9,1
1432,44,-1
20,33944,-1
1438,22900,-1
20,42,1
1440,46,-1
1433,9,-1
20,6,1
1440,24,-1
1431,7,-1
20,6,1
1432,21,-1
1430,6,-1
20,6,1
1440,24,-1
1100,6,-1
20,5,1
1101,39,-1
572,3523,1
20,254,-1
565,1019,1
20,149,-1
1440,4582,-1
1440,21,-1
20,9,1
1061,35,-1
1429,19,-1
20,11,1
1440,40,-1
1440,11,-1
20,9,1
1440,38,-1
1440,9,-1
20,7,1
1440,29,-1
1065,11,-1
1440,6,-1
1440,5,-1
1040,7,-1
741,7,-1
1440,7,-1
1440,6,-1
1438,5,-1
1440,6,-1
1440,5,-1
1412,4,-1
1432,5,-1
1308,3,-1
20,543,1
537,2070,1
1440,195,-1
20,17,1
1440,35,-1
1198,11,-1
20,127,1
335,35397,-1
20,44111,1
1430,44655,-1
1404,55,-1
20,16,1
1439,37,-1
1339,10,-1
20,8,1
1438,26,-1
1437,12,-1
20,7,1
1433,29,-1
1440,9,-1
20,6,1
1287,28,-1
1440,7,-1
20,5,1
1440,20,-1
933,8,-1
570,13780,1
20,177,-1
569,653,1
20,98,-1
561,887,1
20,133,-1
564,985,1
20,104,-1
562,688,1
20,94,-1
561,549,1
20,67,-1
562,40402,1
20,145,-1
558,42763,1
20,166,-1
556,2255,1
20,106,-1
562,507,1
20,94,-1
704,64017,-1
554,1498,1
20,103,-1
1115,34476,-1
1427,15,-1
20,10,1
1283,61,-1
564,1363,1
20,141,-1
1428,43264,-1
1438,44,-1
20,18,1
1440,46,-1
1340,11,-1
20,8,1
1440,31,-1
1440,8,-1
20,7,1
1439,36,-1
1120,11,-1
20,8,1
1439,25,-1
1127,7,-1
20,6,1
1440,24,-1
1440,9,-1
1011,5,-1
1440,5,-1
1436,17,-1
20,12,1
1198,47,-1
566,2242,1
20,158,-1
1435,19625,-1
1440,39,-1
20,24,1
1434,51,-1
1389,16,-1
20,12,1
1440,42,-1
1274,15,-1
20,9,1
1253,45,-1
1440,380,-1
20,17,1
1424,35,-1
1439,8,-1
20,10,1
1440,38,-1
1166,11,-1
20,9,1
1297,46,-1
1440,6679,-1
20,26,1
1431,47,-1
1251,12,-1
20,7,1
1438,16513,-1
1427,29,-1
20,12,1
1127,39,-1
1384,3089,-1
20,20,1
1440,1500,-1
1424,20,-1
20,9,1
1032,34,-1
1432,863,-1
20,22,1
1363,102,-1
571,467,1
20,147,-1
575,364,1
20,155,-1
571,386,1
20,81,-1
1435,20,-1
20,11,1
1197,33,-1
1435,26766,-1
20,49,1
1440,63,-1
1421,14,-1
20,8,1
1440,43,-1
934,13,-1
20,10,1
1438,35771,-1
1440,38,-1
20,14,1
1152,44,-1
1433,28530,-1
20,39,1
1440,44,-1
1255,14,-1
20,10,1
334,32522,-1
1434,14630,-1
20,40,1
1414,49,-1
20,81,-1
1440,33103,-1
1440,35,-1
20,12,1
1427,42,-1
1419,12,-1
20,8,1
1440,28,-1
1058,9,-1
20,9,1
1334,1207,-1
1431,35126,-1
20,52,1
1440,61,-1
1188,14,-1
20,7,1
1334,37,-1
571,595,1
20,146,-1
565,4504,1
20,308,-1
1432,1489,-1
1429,34,-1
20,12,1
20,4,1
1350,26,-1
1440,578,-1
20,14,1
1349,33,-1
1437,300,-1
20,21,1
1440,49,-1
1434,10,-1
20,7,1
1439,28,-1
1007,11,-1
20,7,1
1440,34,-1
1244,8,-1
20,6,1
1440,1491,-1
1430,13,-1
20,9,1
1440,26,-1
1040,8,-1
20,7,1
1440,2267,-1
1426,14,-1
1285,9,-1
20,8,1
1440,18790,-1
1415,29,-1
20,12,1
1307,39,-1
1439,3545,-1
20,32,1
1436,44,-1
1387,11,-1
20,13,1
1362,39,-1
1440,197,-1
20,14,1
1326,29,-1
1344,9,-1
20,10,1
562,1772,1
20,222,-1
567,5302,1
20,176,-1
1452,1041,1
1316,119,1
20,115,-1
1418,10,-1
20,7,1
1122,34,-1
566,2187,1
20,163,-1
1312,27145,-1
1440,712,-1
20,22,1
1439,60,-1
1288,10,-1
20,6,1
1280,580,-1
1438,13992,-1
20,33,1
1439,47,-1
1420,9,-1
20,6,1
1386,33,-1
1433,10,-1
20,6,1
1168,30,-1
1377,1948,-1
20,26,1
1413,1154,-1
1440,55,-1
1437,8,-1
20,5,1
1440,21,-1
1435,5,-1
20,4,1
1349,11,-1
1435,3,-1
20,4,1
1440,15,-1
1432,5,-1
20,4,1
1438,15,-1
1428,4,-1
20,3,1
1440,15,-1
1422,5,-1
1373,4,-1
1209,3,-1
20,160,1
559,813,1
20,82,-1
1434,3536,-1
1405,31,-1
20,116,-1
724,64179,-1
20,44,1
563,965,1
20,206,-1
574,60488,-1
20,38278,1
1440,54067,-1
1318,43,-1
20,16,1
476,64531,-1
20,255,1
1476,19140,1
142,158,1
20,182,-1
562,63250,-1
20,38296,1
602,64531,-1
20,50,1
565,13156,1
20,267,-1
580,64531,-1
566,565,1
20,146,-1
20,19,1
1440,56,-1
1439,13,-1
20,13,1
1440,49,-1
1433,11,-1
20,8,1
1121,35,-1
1438,1015,-1
20,29,1
1439,49,-1
1275,11,-1
20,249,1
1436,14101,-1
1440,30,-1
20,12,1
1031,44,-1
1440,13,-1
20,8,1
1118,41,-1
1440,1076,-1
20,14,1
1440,32,-1
1177,11,-1
903,20,-1
1427,925,-1
20,18,1
1440,308,-1
1440,10,-1
20,8,1
1368,27,-1
1439,9,-1
20,5,1
1440,24,-1
1439,8,-1
20,6,1
1438,27,-1
1438,6,-1
20,5,1
1438,26,-1
1440,7,-1
20,6,1
1439,24,-1
1439,7,-1
20,5,1
1028,19,-1
1440,7,-1
1140,3,-1
1440,44,-1
979,12,-1
20,6,1
1440,8338,-1
1427,21,-1
20,9,1
1440,29,-1
1306,7,-1
20,6,1
1437,27544,-1
1440,42,-1
20,14,1
1440,32,-1
1376,9,-1
20,7,1
1440,29,-1
1104,9,-1
20,9,1
1440,32,-1
1066,11,-1
20,7,1
566,711,1
20,101,-1
1428,13341,-1
20,14,1
1299,28,-1
1440,7,-1
20,6,1
1440,25,-1
1280,7,-1
20,7,1
560,3002,1
20,201,-1
1437,16728,-1
1440,27,-1
20,11,1
1046,29,-1
1439,6,-1
20,5,1
1440,18,-1
1440,5,-1
20,5,1
1440,14,-1
