,pkg_len,pkg_iat,pkt_dir
1439,1405,42,-1
1440,20,8,1
1441,575,8484,1
1442,20,143,-1
1443,503,64531,-1
1444,563,6494,1
1445,20,176,-1
1446,516,64531,-1
1447,20,37088,1
1448,552,64531,1
1449,20,198,-1
1450,561,33647,1
1451,20,174,-1
1452,674,208,1
1453,20,101,-1
1454,570,62444,-1
1455,20,100,1
1456,562,39999,1
1457,20,198,-1
1458,569,260,1
1459,20,147,-1
1460,565,168,1
1461,20,175,-1
1462,563,306,1
1463,20,77,-1
1464,20,338,-1
1465,559,3350,1
1466,20,200,-1
1467,1440,40022,-1
1468,1440,36,-1
1469,20,15,1
1470,1438,39,-1
1471,1439,11,-1
1472,20,7,1
1473,1440,31,-1
1474,1440,8,-1
1475,20,6,1
1476,1051,26,-1
1477,1440,5,-1
1478,20,6,1
1479,1438,28,-1
1480,994,5,-1
1481,20,4,1
1482,1440,23,-1
1483,1440,7,-1
1484,20,6,1
1485,1440,26,-1
1486,1440,7,-1
1487,20,6,1
1488,20,15,1
1489,1438,40,-1
1490,1440,8,-1
1491,20,5,1
1492,1378,18,-1
1493,1344,6,-1
1494,20,6,1
1495,1351,8915,-1
1496,1440,670,-1
1497,20,16,1
1498,1424,35,-1
1499,1112,9,-1
1500,20,7,1
1501,1440,17655,-1
1502,1396,23,-1
1503,20,8,1
1504,1440,29,-1
1505,1306,7,-1
1506,20,6,1
1507,1347,29,-1
1508,562,1254,1
1509,20,171,-1
1510,1440,24093,-1
1511,1370,37,-1
1512,20,153,-1
1513,1434,50554,-1
1514,1440,37,-1
1515,20,16,1
1516,996,51,-1
1517,1440,12,-1
1518,20,9,1
1519,1440,37,-1
1520,1426,9,-1
1521,20,8,1
1522,1440,31,-1
1523,1440,9,-1
1524,20,7,1
1525,1439,32,-1
1526,1440,9,-1
1527,20,7,1
1528,1436,23,-1
1529,1440,8,-1
1530,20,7,1
1531,1437,23,-1
1532,1438,7,-1
1533,20,7,1
1534,1440,34,-1
1535,1314,9,-1
1536,1440,20,-1
1537,20,6,1
1538,984,18,-1
1539,1435,5,-1
1540,20,3,1
1541,1439,12,-1
1542,963,3,-1
1543,20,3,1
1544,1440,1394,-1
1545,1440,15,-1
1546,20,8,1
1547,1440,26,-1
1548,1082,8,-1
1549,20,8,1
1550,1440,33,-1
1551,1382,7,-1
1552,20,6,1
1553,1440,19240,-1
1554,1440,43,-1
1555,20,18,1
1556,1440,51,-1
1557,1236,11,-1
1558,20,12,1
1559,1411,41,-1
1560,559,548,1
1561,20,94,-1
1562,1328,112,1
1563,20,150,-1
1564,530,66,1
1565,20,123,-1
1566,1480,215,1
1567,1193,100,1
1568,20,104,-1
1569,1343,6006,-1
1570,1429,7923,-1
1571,20,30,1
1572,1434,81,-1
1573,1432,13,-1
1574,20,7,1
1575,1124,28,-1
1576,1440,17892,-1
1577,20,41,1
1578,1440,64,-1
1579,1170,13,-1
1580,20,9,1
1581,1440,1943,-1
1582,1440,15,-1
1583,20,8,1
1584,1429,5611,-1
1585,1440,29,-1
1586,20,15,1
1587,1420,47,-1
1588,1440,16,-1
1589,20,14,1
1590,1439,46,-1
1591,1438,12,-1
1592,20,12,1
1593,1425,37,-1
1594,1440,11,-1
1595,20,8,1
1596,942,26,-1
1597,1437,18253,-1
1598,20,50,1
1599,1438,42,-1
1600,1440,10,-1
1601,20,7,1
1602,1439,33,-1
1603,1148,10,-1
1604,20,8,1
1605,1439,32,-1
1606,1398,10,-1
1607,20,9,1
1608,20,7,1
1609,1440,42274,-1
1610,1440,32,-1
1611,20,13,1
1612,1145,36,-1
1613,1440,11,-1
1614,20,8,1
1615,1424,33,-1
1616,1334,9,-1
1617,20,7,1
1618,1440,50,-1
1619,1165,10,-1
1620,20,9,1
1621,565,5524,1
1622,20,108,-1
1623,562,2695,1
1624,20,126,-1
1625,564,565,1
1626,20,47,-1
1627,1477,650,1
1628,1310,128,1
1629,20,133,-1
1630,1440,4944,-1
1631,1438,20,-1
1632,20,10,1
1633,1203,39,-1
1634,567,1131,1
1635,20,100,-1
1636,1433,46135,-1
1637,1427,53,-1
1638,20,18,1
1639,1102,53,-1
1640,1440,467,-1
1641,20,22,1
1642,1337,45,-1
1643,1239,9,-1
1644,20,8,1
1645,1367,348,-1
1646,1440,351,-1
1647,20,14,1
1648,1438,45,-1
1649,1298,13,-1
1650,20,12,1
1651,1432,33886,-1
1652,1432,33,-1
1653,20,12,1
1654,1159,41,-1
1655,1425,28951,-1
1656,1440,1194,-1
1657,20,15,1
1658,1440,35,-1
1659,1114,8,-1
1660,20,6,1
1661,1440,2366,-1
1662,1440,17,-1
1663,20,9,1
1664,1440,33,-1
1665,1232,11,-1
1666,20,8,1
1667,563,1047,1
1668,20,87,-1
1669,1440,16969,-1
1670,1440,37,-1
1671,20,13,1
1672,1130,42,-1
1673,1424,21278,-1
1674,20,58,1
1675,1440,65,-1
1676,1279,14,-1
1677,20,11,1
1678,1434,41,-1
1679,1220,13,-1
1680,1439,22,-1
1681,20,11,1
1682,1182,40,-1
1683,565,5614,1
1684,20,212,-1
1685,1436,28831,-1
1686,1440,41,-1
1687,20,16,1
1688,1019,45,-1
1689,1440,437,-1
1690,20,16,1
1691,1397,34,-1
1692,1436,10,-1
1693,20,11,1
1694,1440,27,-1
1695,1433,8,-1
1696,20,8,1
1697,1353,24,-1
1698,1240,5,-1
1699,20,6,1
1700,1353,7608,-1
1701,565,1044,1
1702,20,75,-1
1703,1399,10665,-1
1704,20,215,-1
1705,569,5884,1
1706,20,146,-1
1707,564,208,1
1708,20,129,-1
1709,1130,485,1
1710,20,131,-1
1711,1365,35083,-1
1712,1397,567,-1
1713,20,46,1
1714,1362,718,-1
1715,20,24,1
1716,560,48694,1
1717,20,213,-1
1718,572,210,1
1719,20,153,1
1720,20,136,-1
1721,565,3015,1
1722,20,161,-1
1723,562,794,1
1724,20,69,-1
1725,588,4358,1
1726,20,178,-1
1727,1375,91,-1
1728,20,13,1
1729,1438,35,-1
1730,1300,11,-1
1731,20,7,1
1732,566,808,1
1733,20,154,-1
1734,1429,29816,-1
1735,1416,28,-1
1736,20,12,1
1737,1177,45,-1
1738,20,42120,1
1739,1432,7013,-1
1740,1400,37,-1
1741,20,15,1
1742,1313,72,-1
1743,568,1865,1
1744,20,171,-1
1745,1430,39294,-1
1746,1435,51,-1
1747,20,19,1
1748,1195,49,-1
1749,1437,3485,-1
1750,20,25,1
1751,1421,46,-1
1752,20,13,1
1753,147,1250,-1
1754,1440,9358,-1
1755,20,26,1
1756,1436,50,-1
1757,1313,15,-1
1758,20,10,1
1759,1439,17942,-1
1760,1409,23,-1
1761,20,13,1
1762,1433,44,-1
1763,1439,15,-1
1764,20,11,1
1765,1142,44,-1
1766,1440,9,-1
1767,20,8,1
1768,1440,34,-1
1769,1345,11,-1
1770,20,9,1
1771,1302,29,-1
1772,1429,27079,-1
1773,20,45,1
1774,1437,52,-1
1775,1440,15,-1
1776,20,7,1
1777,1440,23,-1
1778,994,7,-1
1779,20,4,1
1780,1440,2030,-1
1781,1440,16,-1
1782,20,9,1
1783,1440,43,-1
1784,1440,13,-1
1785,20,9,1
1786,1420,30,-1
1787,1440,11,-1
1788,1390,6,-1
1789,1337,4,-1
1790,20,218,1
1791,1439,317,-1
1792,1440,15,-1
1793,966,5,-1
1794,20,138,1
1795,1440,98,-1
1796,1438,15,-1
1797,1045,5,-1
1798,20,211,1
1799,579,708,1
1800,1306,7,-1
1801,20,5,1
1802,1433,1453,-1
1803,1327,12,-1
1804,20,6,1
1805,557,814,1
1806,20,93,-1
1807,559,1320,1
1808,20,114,-1
1809,1239,58,1
1810,20,94,-1
1811,1319,6222,-1
1812,558,1520,1
1813,20,155,-1
1814,557,15216,1
1815,20,189,-1
1816,561,5955,1
1817,20,74,-1
1818,552,142,1
1819,20,157,-1
1820,1439,3108,-1
1821,1432,22,-1
1822,20,9,1
1823,1267,33,-1
1824,1440,69,-1
1825,1427,12,-1
1826,20,10,1
1827,1339,40,-1
1828,1437,256,-1
1829,20,19,1
1830,1437,40,-1
1831,1391,14,-1
1832,20,11,1
1833,1440,56,-1
1834,1070,15,-1
1835,20,8,1
1836,1338,36,-1
1837,560,1042,1
1838,20,153,-1
1839,561,7791,1
1840,20,81,-1
1841,189,54088,-1
1842,1356,41455,-1
1843,20,285,1
1844,1436,14779,-1
1845,1217,44,-1
1846,20,18,1
1847,1373,77,-1
1848,1324,26,-1
1849,1433,8,-1
1850,1299,6,-1
1851,20,197,1
1852,20,1214,-1
1853,566,2392,1
1854,20,88,-1
1855,1410,12970,-1
1856,1440,100,-1
1857,20,15,1
1858,1184,46,-1
1859,1436,391,-1
1860,20,16,1
1861,1440,54,-1
1862,1042,11,-1
1863,20,8,1
1864,1434,1065,-1
1865,1438,19,-1
1866,20,15,1
1867,1436,56,-1
1868,1429,10,-1
1869,20,8,1
1870,1437,30,-1
1871,1429,6,-1
1872,1186,28,-1
1873,1440,10,-1
1874,20,6,1
1875,1178,33,-1
1876,1436,12,-1
1877,20,10,1
1878,1440,57,-1
1879,1073,8,-1
1880,20,8,1
1881,1440,40,-1
1882,1440,9,-1
1883,20,7,1
1884,1436,27,-1
1885,1438,8,-1
1886,20,7,1
1887,1436,44,-1
1888,1440,9,-1
1889,20,9,1
1890,1433,46,-1
1891,1440,9,-1
1892,1424,5,-1
1893,971,6,-1
1894,1388,94,-1
1895,126,491,1
1896,20,9,1
1897,1440,13946,-1
1898,1440,29,-1
1899,20,13,1
1900,1271,44,-1
1901,1440,16,-1
1902,20,9,1
1903,1390,35,-1
1904,1439,11,-1
1905,20,11,1
1906,1440,42,-1
1907,1436,14,-1
1908,20,10,1
1909,1177,36,-1
1910,1440,12,-1
1911,20,9,1
1912,1439,37,-1
1913,1440,12,-1
1914,20,11,1
1915,1440,48,-1
1916,1440,14,-1
1917,1222,10,-1
1918,1440,8,-1
1919,799,7,-1
1920,1316,29,-1
1921,571,1883,1
1922,20,190,-1
1923,1339,6987,-1
1924,1440,1085,-1
1925,20,20,1
1926,1434,41,-1
1927,1408,11,-1
1928,20,9,1
1929,1427,37,-1
1930,1408,8,-1
1931,20,7,1
1932,1437,32,-1
1933,1426,8,-1
1934,20,7,1
1935,1153,35,-1
1936,567,2754,1
1937,20,185,-1
1938,1439,47738,-1
1939,1395,38,-1
1940,20,13,1
1941,1392,37,-1
1942,1390,8,-1
1943,20,6,1
1944,20,118,-1
1945,1434,1786,-1
1946,1440,22,-1
1947,20,12,1
1948,1255,36,-1
1949,1439,2919,-1
1950,20,20,1
1951,1440,34,-1
1952,1425,8,-1
1953,20,6,1
1954,77,48,-1
1955,552,424,1
1956,20,1,-1
1957,1440,5090,-1
1958,1393,14,-1
1959,20,6,1
1960,1390,27,-1
1961,1440,8,-1
1962,20,5,1
1963,1440,15,-1
1964,1093,5,-1
1965,20,5,1
1966,1426,39663,-1
1967,1438,51,-1
1968,1440,19,-1
1969,20,14,1
1970,1439,36,-1
1971,1440,8,-1
1972,20,7,1
1973,1436,26,-1
1974,1069,9,-1
1975,20,7,1
1976,1440,337,-1
1977,1300,11,-1
1978,20,8,1
1979,1309,27,-1
1980,575,3087,1
1981,20,120,-1
1982,566,139,1
1983,20,124,-1
1984,559,8406,1
1985,20,102,-1
1986,1437,50221,-1
1987,1434,50,-1
1988,20,22,1
1989,1440,60,-1
1990,995,16,-1
1991,20,10,1
1992,20,14,1
1993,1250,44,-1
1994,1440,1461,-1
1995,20,22,1
1996,1440,39,-1
1997,1258,11,-1
1998,20,8,1
1999,1435,32058,-1
2000,1433,40,-1
2001,20,13,1
2002,1089,43,-1
2003,564,1483,1
2004,20,241,-1
2005,1440,8559,-1
2006,1293,24,-1
2007,20,16,1
2008,1440,565,-1
2009,1440,16,-1
2010,20,10,1
2011,1007,35,-1
2012,1436,2814,-1
2013,20,21,1
2014,1440,71,-1
2015,1276,16,-1
2016,1440,32,-1
2017,1440,9,-1
2018,20,6,1
2019,1040,24,-1
2020,1440,6,-1
2021,20,5,1
2022,1440,27,-1
2023,1440,8,-1
2024,20,7,1
2025,1184,27,-1
2026,558,444,1
2027,20,93,-1
2028,1440,21880,-1
2029,1440,29,-1
2030,20,13,1
2031,1414,40,-1
2032,1440,10,-1
2033,20,8,1
2034,1021,25,-1
2035,567,2824,1
2036,20,220,-1
2037,1396,19057,1
2038,148,149,1
2039,20,89,-1
2040,1434,33026,-1
2041,1440,46,-1
2042,20,18,1
2043,1174,38,-1
2044,1440,12,-1
2045,20,10,1
2046,1440,35,-1
2047,1107,8,-1
2048,20,7,1
2049,563,327,1
2050,20,74,-1
2051,1412,47748,-1
2052,1440,126,-1
2053,20,29,1
2054,1440,54,-1
2055,998,12,-1
2056,20,13,1
2057,1440,68,-1
2058,1440,13,-1
2059,20,8,1
2060,1408,33,-1
2061,1440,16,-1
2062,20,10,1
2063,1370,46,-1
2064,557,1521,1
2065,20,160,-1
2066,612,64531,-1
2067,562,7685,1
2068,20,204,-1
2069,604,64531,-1
2070,20,37930,1
2071,563,47788,1
2072,20,251,-1
2073,555,64202,-1
2074,555,1696,1
2075,20,199,-1
2076,569,46998,1
2077,20,170,-1
2078,567,55908,1
2079,20,223,-1
2080,582,64531,-1
2081,20,38624,1
2082,568,64531,1
2083,20,245,-1
2084,572,64531,-1
2085,20,39,1
2086,661,64531,-1
2087,20,42,1
2088,574,3595,1
2089,20,177,-1
2090,568,511,1
2091,20,114,-1
2092,566,2248,1
2093,20,146,-1
2094,1440,6349,-1
2095,1395,27,-1
2096,20,35,1
2097,1425,73,-1
2098,1432,15,-1
2099,20,13,1
2100,1427,51,-1
2101,1390,18,-1
2102,20,13,1
2103,1311,44,-1
2104,1429,15,-1
2105,20,12,1
2106,1438,38,-1
2107,1440,13,-1
2108,20,11,1
2109,1440,43,-1
2110,1044,13,-1
2111,20,16,1
2112,20,8,1
2113,1440,72,-1
2114,1074,9,-1
2115,1426,5,-1
2116,1432,4,-1
2117,1343,5,-1
2118,20,149,1
2119,565,1405,1
2120,20,94,-1
2121,1440,1146,-1
2122,1439,12,-1
2123,20,8,1
2124,1430,18,-1
2125,1438,6,-1
2126,20,5,1
2127,1440,20,-1
2128,1440,6,-1
2129,20,4,1
2130,1439,14,-1
2131,1440,4,-1
2132,20,3,1
2133,1384,12,-1
2134,1432,3,-1
2135,20,3,1
2136,1440,133,-1
2137,1440,9,-1
2138,20,8,1
2139,1440,39,-1
2140,1437,10,-1
2141,20,7,1
2142,1417,32,-1
2143,1079,9,-1
2144,20,8,1
2145,1440,36,-1
2146,1422,11,-1
2147,20,7,1
2148,1440,35,-1
2149,1440,8,-1
2150,20,7,1
2151,1344,20,-1
2152,1407,6,-1
2153,20,5,1
2154,1439,406,-1
2155,1429,7,-1
2156,1432,4,-1
2157,1426,4,-1
2158,1153,7,-1
2159,1412,4,-1
2160,20,94,-1
2161,560,3450,1
2162,20,100,-1
2163,1440,48055,-1
2164,1440,47,-1
2165,20,14,1
2166,1440,38,-1
2167,1440,9,-1
2168,20,7,1
2169,1440,29,-1
2170,1112,8,-1
2171,20,6,1
2172,1440,29,-1
2173,1440,7,-1
2174,20,5,1
2175,1438,21,-1
2176,1440,7,-1
2177,20,6,1
2178,840,24,-1
2179,1439,6,-1
2180,20,4,1
2181,1434,32,-1
2182,1339,9,-1
2183,20,459,1
2184,1440,116,-1
2185,1436,12,-1
2186,1440,7,-1
2187,1440,6,-1
2188,1416,6,-1
2189,1439,8,-1
2190,1440,8,-1
2191,897,7,-1
2192,1198,5,-1
2193,1366,4,-1
2194,20,286,1
2195,562,1476,1
2196,20,62,-1
2197,1344,34901,-1
2198,560,5228,1
2199,20,192,-1
2200,1440,8782,-1
2201,1439,26,-1
2202,20,10,1
2203,938,26,-1
2204,1435,7,-1
2205,20,7,1
2206,1436,34,-1
2207,1440,6,-1
2208,1161,11,-1
2209,20,36527,1
2210,1440,1394,-1
2211,1440,20,-1
2212,20,10,1
2213,1440,31,-1
2214,1131,7,-1
2215,20,6,1
2216,1440,31,-1
2217,1440,10,-1
2218,20,7,1
2219,1149,28,-1
2220,1440,10,-1
2221,20,7,1
2222,1440,29,-1
2223,1434,8,-1
2224,20,8,1
2225,1440,46,-1
2226,1027,11,-1
2227,20,7,1
2228,1440,871,-1
2229,1190,10,-1
2230,20,6,1
2231,577,908,1
2232,546,355,1
2233,20,105,-1
2234,566,1383,1
2235,20,106,-1
2236,1406,19813,-1
2237,1440,110,-1
2238,20,19,1
2239,1440,40,-1
2240,1436,9,-1
2241,20,8,1
2242,1437,28,-1
2243,1434,6,-1
2244,20,6,1
2245,1440,24,-1
2246,1440,7,-1
2247,20,6,1
2248,1440,25,-1
2249,1056,6,-1
2250,20,5,1
2251,1440,18,-1
2252,1440,5,-1
2253,893,3,-1
2254,1440,4,-1
2255,1387,3,-1
2256,1311,48,-1
2257,1440,13614,-1
2258,20,26,1
2259,1429,43,-1
2260,1323,17,-1
2261,20,10,1
2262,504,48993,-1
2263,566,4087,1
2264,20,235,-1
2265,550,64531,-1
2266,20,40429,1
2267,604,53002,-1
2268,558,700,1
2269,20,217,-1
2270,514,63397,-1
2271,20,41473,1
2272,607,57063,-1
2273,20,44,1
2274,566,4562,1
2275,20,196,-1
2276,600,64531,-1
2277,20,46137,1
2278,605,45348,1
2279,20,290,-1
2280,20,42,-1
2281,563,3453,1
2282,20,128,-1
2283,1432,56365,-1
2284,1433,39,-1
2285,20,13,1
2286,1339,44,-1
2287,1440,12,-1
2288,20,8,1
2289,1440,36,-1
2290,969,9,-1
2291,20,9,1
2292,1440,42,-1
2293,1440,9,-1
2294,20,7,1
2295,1319,24,-1
2296,1440,328,-1
2297,20,15,1
2298,1440,23,-1
2299,1440,7,-1
2300,20,5,1
2301,1101,23,-1
2302,1440,7,-1
2303,20,7,1
2304,20,7,1
2305,1288,26,-1
2306,1434,8278,-1
2307,20,25,1
2308,1440,31,-1
2309,1440,7,-1
2310,20,5,1
2311,1435,23,-1
2312,1435,8,-1
2313,20,7,1
2314,1440,37,-1
2315,1440,9,-1
2316,20,6,1
2317,1090,25,-1
2318,1440,6,-1
2319,20,5,1
2320,1440,31,-1
2321,1440,8,-1
2322,20,9,1
2323,1440,26,-1
2324,1078,8,-1
2325,20,10,1
2326,1438,423,-1
2327,1440,17,-1
2328,1332,26,-1
2329,20,20,1
2330,1416,61,-1
2331,1433,15,-1
2332,20,9,1
2333,1325,34,-1
2334,20,419,1
2335,566,1116,1
2336,20,192,-1
2337,1436,41184,-1
2338,1412,41,-1
2339,20,16,1
2340,1437,43,-1
2341,1440,12,-1
2342,20,9,1
2343,1440,33,-1
2344,1059,11,-1
2345,20,11,1
2346,567,4238,1
2347,20,242,-1
2348,1423,19592,-1
2349,1440,45,-1
2350,20,14,1
2351,1341,49,-1
2352,1433,7240,-1
2353,1439,34,-1
2354,20,13,1
2355,1437,45,-1
2356,1411,9,-1
2357,20,7,1
2358,1440,32,-1
2359,1440,9,-1
2360,20,8,1
2361,1438,31,-1
2362,1282,10,-1
2363,20,8,1
2364,1438,26,-1
2365,1133,7,-1
2366,20,5,1
2367,1309,26,-1
2368,1432,20113,-1
2369,20,49,1
2370,1440,40,-1
2371,1436,8,-1
2372,20,6,1
2373,20,32,-1
2374,1440,2520,-1
2375,20,17,1
2376,20,10,1
2377,1355,36,-1
2378,1440,199,-1
2379,20,11,1
2380,1440,33,-1
2381,1222,9,-1
2382,20,6,1
2383,1440,798,-1
2384,1248,14,-1
2385,20,13,1
2386,1436,43,-1
2387,1431,6,-1
2388,20,5,1
2389,1276,20,-1
2390,555,3682,1
2391,20,12,-1
2392,1440,1257,-1
2393,1440,16,-1
2394,20,8,1
2395,1103,27,-1
2396,1401,921,-1
2397,20,15,1
2398,1440,562,-1
2399,1220,15,-1
