,pkg_len,pkg_iat,pkt_dir
1440,1436,17,-1
1441,1249,10,-1
1442,1298,8,-1
1443,20,511,1
1444,562,1140,1
1445,20,162,-1
1446,1437,64531,-1
1447,1440,46,-1
1448,20,17,1
1449,1121,49,-1
1450,1440,11,-1
1451,20,11,1
1452,1028,44,-1
1453,1436,235,-1
1454,20,16,1
1455,1434,39,-1
1456,1440,10,-1
1457,20,8,1
1458,1358,36,-1
1459,20,560,1
1460,1432,32155,-1
1461,1438,31,-1
1462,20,13,1
1463,1181,47,-1
1464,1440,192,-1
1465,20,14,1
1466,1440,41,-1
1467,1285,10,-1
1468,20,6,1
1469,1338,28,-1
1470,20,330,1
1471,568,1486,1
1472,20,177,-1
1473,403,51707,-1
1474,20,37379,1
1475,1440,59839,-1
1476,1430,50,-1
1477,20,16,1
1478,1091,40,-1
1479,1440,11,-1
1480,20,8,1
1481,1439,40,-1
1482,1438,9,-1
1483,20,6,1
1484,1434,31,-1
1485,1434,8,-1
1486,20,6,1
1487,1154,30,-1
1488,20,10,1
1489,1440,32,-1
1490,1119,9,-1
1491,20,6,1
1492,569,837,1
1493,20,109,-1
1494,1440,10948,-1
1495,1438,26,-1
1496,20,11,1
1497,1399,36,-1
1498,1440,10,-1
1499,20,9,1
1500,1440,30,-1
1501,1292,9,-1
1502,20,6,1
1503,565,1107,1
1504,20,84,-1
1505,1440,16478,-1
1506,1435,27,-1
1507,20,11,1
1508,1440,42,-1
1509,854,13,-1
1510,20,10,1
1511,1440,63,-1
1512,20,89,-1
1513,1440,936,-1
1514,1439,17,-1
1515,20,10,1
1516,1440,38,-1
1517,1439,10,-1
1518,20,8,1
1519,1382,32,-1
1520,1440,7,-1
1521,20,6,1
1522,1440,20,-1
1523,1374,7,-1
1524,20,8,1
1525,1440,31,-1
1526,1440,9,-1
1527,20,7,1
1528,1440,22,-1
1529,1419,8,-1
1530,1431,4,-1
1531,1433,3,-1
1532,1440,4,-1
1533,1214,4,-1
1534,1026,4,-1
1535,1440,4,-1
1536,1435,21,-1
1537,1439,4,-1
1538,1433,2,-1
1539,1430,2,-1
1540,1411,2,-1
1541,1428,2,-1
1542,1434,3,-1
1543,1434,2,-1
1544,676,4,-1
1545,1440,4,-1
1546,1283,2,-1
1547,20,270,1
1548,557,660,1
1549,20,110,-1
1550,1428,38224,-1
1551,1430,60,-1
1552,20,16,1
1553,1435,86,-1
1554,1420,16,-1
1555,20,9,1
1556,1401,43,-1
1557,1347,14,-1
1558,20,10,1
1559,1427,35,-1
1560,20,6,1
1561,1440,22,-1
1562,1440,5,-1
1563,20,4,1
1564,1440,17,-1
1565,1436,5,-1
1566,20,4,1
1567,1438,17,-1
1568,1038,5,-1
1569,20,4,1
1570,985,29,-1
1571,1440,8,-1
1572,20,6,1
1573,1358,16,-1
1574,1440,741,-1
1575,20,16,1
1576,1440,27,-1
1577,1430,8,-1
1578,20,6,1
1579,1440,27,-1
1580,1440,11,-1
1581,20,7,1
1582,1007,39,-1
1583,547,1407,1
1584,1438,38352,-1
1585,1440,48,-1
1586,20,12,1
1587,1236,36,-1
1588,1440,8,-1
1589,20,6,1
1590,1440,26,-1
1591,1440,6,-1
1592,20,6,1
1593,971,27,-1
1594,1440,851,-1
1595,20,18,1
1596,1440,36,-1
1597,1438,9,-1
1598,20,6,1
1599,1440,34,-1
1600,1435,8,-1
1601,20,6,1
1602,1077,27,-1
1603,1365,12,-1
1604,20,278,1
1605,563,1623,1
1606,20,95,-1
1607,1424,16566,-1
1608,20,7,1
1609,566,938,1
1610,20,160,-1
1611,564,298,1
1612,20,166,-1
1613,1352,22001,-1
1614,1152,14711,-1
1615,20,35,1
1616,1317,56320,-1
1617,540,41683,1
1618,20,224,-1
1619,565,564,1
1620,20,247,-1
1621,566,223,1
1622,20,103,-1
1623,561,345,1
1624,20,79,-1
1625,1420,60044,-1
1626,1293,55,-1
1627,20,15,1
1628,569,7487,1
1629,20,132,-1
1630,569,328,1
1631,20,90,1
1632,20,5,1
1633,1440,28,-1
1634,1411,8,-1
1635,20,6,1
1636,1440,27,-1
1637,953,11,-1
1638,20,7,1
1639,565,1648,1
1640,20,128,-1
1641,1434,14778,-1
1642,1440,42,-1
1643,20,14,1
1644,1063,38,-1
1645,1440,563,-1
1646,20,12,1
1647,1428,28,-1
1648,1440,7,-1
1649,20,7,1
1650,1440,32,-1
1651,1440,8,-1
1652,20,7,1
1653,1440,31,-1
1654,1108,12,-1
1655,20,11,1
1656,1383,7,-1
1657,20,7,1
1658,1291,22,-1
1659,20,44224,1
1660,1439,3848,-1
1661,20,34,1
1662,1438,48,-1
1663,1284,11,-1
1664,20,9,1
1665,1440,3246,-1
1666,1373,23,-1
1667,20,13,1
1668,1066,38,-1
1669,1437,200,-1
1670,20,19,1
1671,1324,37,-1
1672,1435,1542,-1
1673,20,19,1
1674,1440,47,-1
1675,1242,11,-1
1676,20,9,1
1677,1429,36,-1
1678,1430,8,-1
1679,20,7,1
1680,1438,40,-1
1681,1309,7,-1
1682,20,6,1
1683,1301,32,-1
1684,566,1188,1
1685,20,95,-1
1686,559,660,1
1687,20,137,-1
1688,1436,8899,-1
1689,1337,28,-1
1690,20,14,1
1691,1362,695,-1
1692,1327,721,-1
1693,20,15,1
1694,1433,2194,-1
1695,1408,26,-1
1696,20,13,1
1697,1322,46,-1
1698,1436,1097,-1
1699,20,18,1
1700,1309,40,-1
1701,1438,733,-1
1702,20,14,1
1703,1394,31,-1
1704,1440,13,-1
1705,1429,3,-1
1706,20,3,1
1707,1166,15,-1
1708,1042,11284,1
1709,20,82,-1
1710,1432,37354,-1
1711,1440,31,-1
1712,20,12,1
1713,1270,28,-1
1714,1435,5,-1
1715,20,5,1
1716,1440,20,-1
1717,1432,6,-1
1718,20,5,1
1719,1440,17,-1
1720,1202,5,-1
1721,20,5,1
1722,563,683,1
1723,20,173,-1
1724,1437,16467,-1
1725,1421,34,-1
1726,20,11,1
1727,1284,32,-1
1728,1440,151,-1
1729,1376,10,-1
1730,20,8,1
1731,1440,32,-1
1732,939,8,-1
1733,20,11,1
1734,1440,65,-1
1735,1435,13,-1
1736,20,9,1
1737,1440,28,-1
1738,1429,7,-1
1739,20,7,1
1740,1436,28,-1
1741,1415,8,-1
1742,20,5,1
1743,1284,20,-1
1744,1438,9528,-1
1745,20,18,1
1746,1301,27,-1
1747,574,806,1
1748,20,128,-1
1749,959,586,1
1750,20,99,-1
1751,1403,2908,-1
1752,1334,18,-1
1753,1368,10,-1
1754,20,9,1
1755,1440,2283,-1
1756,1440,16,-1
1757,20,9,1
1758,1405,45,-1
1759,1412,14,-1
1760,1008,9,-1
1761,544,261,1
1762,20,188,-1
1763,1433,12995,-1
1764,1440,39,-1
1765,20,15,1
1766,1184,66,-1
1767,1440,14,-1
1768,20,8,1
1769,1438,42,-1
1770,1440,13,-1
1771,20,9,1
1772,1376,39,-1
1773,1437,13,-1
1774,20,7,1
1775,1405,41,-1
1776,20,5,1
1777,1440,19,-1
1778,1383,5,-1
1779,20,4,1
1780,1440,837,-1
1781,1439,9,-1
1782,20,6,1
1783,1440,22,-1
1784,1437,8,-1
1785,20,6,1
1786,1440,21,-1
1787,1440,8,-1
1788,1077,5,-1
1789,1440,5,-1
1790,1440,4,-1
1791,1192,3,-1
1792,1439,3,-1
1793,1440,3,-1
1794,1440,3,-1
1795,1076,4,-1
1796,1440,5,-1
1797,1428,5,-1
1798,1343,3,-1
1799,20,286,1
1800,1431,3,-1
1801,1357,3,-1
1802,1423,3,-1
1803,1423,3,-1
1804,1389,2,-1
1805,960,2,-1
1806,1325,3,-1
1807,454,405,1
1808,20,237,-1
1809,565,1297,1
1810,20,171,-1
1811,349,49013,-1
1812,546,407,1
1813,20,140,-1
1814,1129,1985,1
1815,20,185,-1
1816,1426,694,1
1817,250,241,1
1818,20,114,-1
1819,532,217,1
1820,20,199,-1
1821,1246,539,1
1822,20,178,-1
1823,472,247,1
1824,20,13,1
1825,1439,68,-1
1826,1156,9,-1
1827,20,330,1
1828,1440,2746,-1
1829,1440,20,-1
1830,20,12,1
1831,1439,45,-1
1832,1440,14,-1
1833,20,14,1
1834,989,50,-1
1835,1440,17,-1
1836,20,12,1
1837,1437,49,-1
1838,1402,15,-1
1839,20,12,1
1840,1440,222,-1
1841,1439,15,-1
1842,20,11,1
1843,1440,47,-1
1844,1440,14,-1
1845,1371,9,-1
1846,1429,8,-1
1847,1365,7,-1
1848,1363,28,-1
1849,20,17,1
1850,1440,42,-1
1851,1287,12,-1
1852,20,7,1
1853,1440,3288,-1
1854,1440,18,-1
1855,20,11,1
1856,1027,31,-1
1857,1438,1172,-1
1858,20,20,1
1859,1440,53,-1
1860,1428,11,-1
1861,20,9,1
1862,1216,39,-1
1863,1437,547,-1
1864,20,20,1
1865,1440,33,-1
1866,1435,9,-1
1867,20,7,1
1868,1060,28,-1
1869,20,3596,-1
1870,354,13492,-1
1871,463,1866,1
1872,20,56,-1
1873,1437,36941,-1
1874,1434,47,-1
1875,20,17,1
1876,1432,94,-1
1877,1440,12,-1
1878,20,9,1
1879,1440,34,-1
1880,1048,11,-1
1881,20,126,1
1882,1440,1928,-1
1883,1430,15,-1
1884,20,11,1
1885,1440,74,-1
1886,1440,11,-1
1887,20,9,1
1888,1440,30,-1
1889,1440,9,-1
1890,20,7,1
1891,1071,29,-1
1892,1440,11,-1
1893,958,7,-1
1894,20,383,1
1895,585,3041,1
1896,20,19,1
1897,1440,43,-1
1898,1434,11,-1
1899,20,9,1
1900,1440,34,-1
1901,859,12,-1
1902,20,8,1
1903,568,1787,1
1904,20,85,-1
1905,1440,21575,-1
1906,1439,37,-1
1907,20,13,1
1908,1197,44,-1
1909,1440,28029,-1
1910,20,47,1
1911,1440,43,-1
1912,1440,10,-1
1913,20,9,1
1914,1440,33,-1
1915,1439,9,-1
1916,20,12,1
1917,1440,34,-1
1918,1108,9,-1
1919,20,9,1
1920,1431,22622,-1
1921,20,29,1
1922,1437,59,-1
1923,1189,19,-1
1924,20,11,1
1925,1344,3537,-1
1926,1278,22535,-1
1927,20,35,1
1928,1350,48195,-1
1929,555,397,1
1930,20,50,-1
1931,1438,54436,-1
1932,1417,48,-1
1933,20,16,1
1934,1193,68,-1
1935,571,2406,1
1936,20,158,-1
1937,1338,51152,-1
1938,61,751,1
1939,1440,176,-1
1940,1338,15,-1
1941,20,10,1
1942,1438,238,-1
1943,1072,18,-1
1944,20,17,1
1945,1440,40,-1
1946,1440,8,-1
1947,20,5,1
1948,1434,24,-1
1949,1440,8,-1
1950,20,5,1
1951,1426,25,-1
1952,1440,9,-1
1953,850,5,-1
1954,20,186,1
1955,553,3947,1
1956,20,187,-1
1957,1435,30845,-1
1958,1401,60,-1
1959,20,15,1
1960,1438,54,-1
1961,1440,13,-1
1962,20,9,1
1963,1440,41,-1
1964,1183,11,-1
1965,20,9,1
1966,1440,34,-1
1967,1253,9,-1
1968,562,1415,1
1969,20,59,-1
1970,1280,547,1
1971,20,177,-1
1972,255,2619,-1
1973,567,4533,1
1974,20,130,-1
1975,1355,5504,-1
1976,1440,663,-1
1977,20,21,1
1978,1427,41,-1
1979,1434,9,-1
1980,20,8,1
1981,1020,32,-1
1982,1440,1417,-1
1983,20,18,1
1984,1440,35,-1
1985,1100,10,-1
1986,20,7,1
1987,1439,1269,-1
1988,1360,9,-1
1989,20,7,1
1990,572,826,1
1991,20,118,-1
1992,1430,32054,-1
1993,1440,55,-1
1994,20,22,1
1995,1440,48,-1
1996,1440,11,-1
1997,20,8,1
1998,1440,31,-1
1999,1389,10,-1
2000,20,6,1
2001,875,28,-1
2002,1432,8,-1
2003,20,7,1
2004,1440,27,-1
2005,1440,8,-1
2006,20,6,1
2007,20,34,-1
2008,1440,8146,-1
2009,20,21,1
2010,1440,31,-1
2011,880,9,-1
2012,20,8,1
2013,1440,1213,-1
2014,1440,11,-1
2015,20,8,1
2016,20,14,1
2017,1439,36,-1
2018,1176,9,-1
2019,20,6,1
2020,1440,30,-1
2021,1440,7,-1
2022,20,5,1
2023,1438,22,-1
2024,772,8,-1
2025,20,4,1
2026,1440,7542,-1
2027,1381,17,-1
2028,20,9,1
2029,20,297,1
2030,1440,2173,-1
2031,1434,19,-1
2032,20,11,1
2033,1440,43,-1
2034,1431,9,-1
2035,20,9,1
2036,1440,31,-1
2037,1433,9,-1
2038,20,7,1
2039,1440,30,-1
2040,20,14,1
2041,1411,1029,-1
2042,1342,80,-1
2043,20,18,1
2044,1440,1016,-1
2045,1195,15,-1
2046,20,11,1
2047,1354,70,-1
2048,20,931,1
2049,1440,1154,-1
2050,1436,22,-1
2051,20,13,1
2052,1440,46,-1
2053,1047,13,-1
2054,20,12,1
2055,1436,22255,-1
2056,1438,34,-1
2057,20,14,1
2058,1440,43,-1
2059,1440,11,-1
2060,20,13,1
2061,1163,41,-1
2062,1440,11,-1
2063,20,6,1
2064,20,21,1
2065,1440,38,-1
2066,1200,9,-1
2067,20,7,1
2068,1440,10727,-1
2069,1440,29,-1
2070,20,13,1
2071,1377,39,-1
2072,1438,10,-1
2073,20,9,1
2074,1440,36,-1
2075,1037,13,-1
2076,20,9,1
2077,1376,1747,-1
2078,1440,1208,-1
2079,20,20,1
2080,1440,43,-1
2081,1071,16,-1
2082,20,16,1
2083,1440,6064,-1
2084,1440,20,-1
2085,20,13,1
2086,1440,43,-1
2087,1417,14,-1
2088,20,14,1
2089,1440,28,-1
2090,1061,8,-1
2091,20,6,1
2092,1439,427,-1
2093,1431,13,-1
2094,20,8,1
2095,1280,39,-1
2096,566,950,1
2097,20,88,-1
2098,1440,19372,-1
2099,1433,33,-1
2100,20,12,1
2101,1440,37,-1
2102,1189,12,-1
2103,20,9,1
2104,1332,30,-1
2105,1440,1386,-1
2106,20,16,1
2107,1432,35,-1
2108,1430,9,-1
2109,20,6,1
2110,1110,23,-1
2111,1419,28946,-1
2112,1432,26,-1
2113,1381,19,-1
2114,20,13,1
2115,82,2738,-1
2116,1435,298,-1
2117,20,22,1
2118,1440,38,-1
2119,1440,8,-1
2120,20,9,1
2121,1439,22,-1
2122,1125,6,-1
2123,20,6,1
2124,1440,20,-1
2125,1438,6,-1
2126,20,6,1
2127,1440,25,-1
2128,1440,9,-1
2129,20,7,1
2130,985,23,-1
2131,1440,286,-1
2132,20,12,1
2133,1433,25,-1
2134,1085,10,-1
2135,20,247,1
2136,1431,10712,-1
2137,20,20,1
2138,1243,46,-1
2139,1440,10,-1
2140,20,8,1
2141,1151,33,-1
2142,563,1366,1
2143,20,144,-1
2144,1440,1199,-1
2145,1432,18,-1
2146,20,9,1
2147,1256,32,-1
2148,1437,18468,-1
2149,20,38,1
2150,1440,41,-1
2151,1017,11,-1
2152,20,7,1
2153,1359,1195,-1
2154,1440,769,-1
2155,20,23,1
2156,1326,44,-1
2157,571,2850,1
2158,20,110,-1
2159,580,691,1
2160,1281,4,-1
2161,20,4,1
2162,1259,17,-1
2163,1432,21302,-1
2164,20,33,1
2165,1440,36,-1
2166,1229,7,-1
2167,20,5,1
2168,1440,1253,-1
2169,1397,9,-1
2170,20,7,1
2171,1270,32,-1
2172,1381,1221,-1
2173,20,19,1
2174,1374,1693,-1
2175,1440,229,-1
2176,20,20,1
2177,1438,31,-1
2178,1437,8,-1
2179,20,6,1
2180,1437,13,-1
2181,894,4,-1
2182,20,5,1
2183,550,761,1
2184,1028,14,-1
2185,1440,9,-1
2186,1112,4,-1
2187,20,291,1
2188,566,1622,1
2189,20,149,-1
2190,1436,15343,-1
2191,1293,34,-1
2192,20,12,1
2193,1433,23492,-1
2194,1438,46,-1
2195,20,14,1
2196,1427,43,-1
2197,1160,12,-1
2198,20,8,1
2199,1437,551,-1
2200,1361,10,-1
2201,20,8,1
2202,971,33708,-1
2203,1437,25177,-1
2204,20,41,1
2205,1416,51,-1
2206,1434,9,-1
2207,20,7,1
2208,1440,5,-1
2209,707,3,-1
2210,1440,2,-1
2211,1439,3,-1
2212,1272,4,-1
2213,20,162,1
2214,561,1826,1
2215,20,136,-1
2216,1432,46779,-1
2217,1440,63,-1
2218,20,18,1
2219,1435,50,-1
2220,800,13,-1
2221,20,9,1
2222,1440,39,-1
2223,1001,10,-1
2224,20,9,1
2225,1440,50,-1
2226,1440,7,-1
2227,20,6,1
2228,1440,28,-1
2229,1440,9,-1
2230,20,8,1
2231,1440,38,-1
2232,1427,25706,-1
2233,1378,33,-1
2234,20,11,1
2235,1268,39,-1
2236,1440,7846,-1
2237,20,25,1
2238,1440,39,-1
2239,1386,7,-1
2240,20,7,1
2241,1433,37,-1
2242,1424,10,-1
2243,20,9,1
2244,1433,34,-1
2245,1435,9,-1
2246,20,6,1
2247,1421,34,-1
2248,1440,8,-1
2249,20,6,1
2250,1038,30,-1
2251,569,1243,1
2252,20,165,-1
2253,1440,10917,-1
2254,1386,20,-1
2255,20,8,1
2256,20,12,1
2257,1107,29,-1
2258,1440,7,-1
2259,20,4,1
2260,1342,28,-1
2261,565,759,1
2262,20,123,-1
2263,1440,5410,-1
2264,1248,14,-1
2265,20,8,1
2266,1438,28262,-1
2267,1302,33,-1
2268,20,13,1
2269,1440,37440,-1
2270,1440,37,-1
2271,20,15,1
2272,1053,42,-1
2273,1440,444,-1
2274,20,13,1
2275,1440,35,-1
2276,1181,10,-1
2277,20,8,1
2278,1439,1569,-1
2279,1430,17,-1
2280,20,19,1
2281,1440,31,-1
2282,1440,6,-1
2283,20,4,1
2284,1355,16,-1
2285,1437,255,-1
2286,20,11,1
2287,1440,21,-1
2288,1418,5,-1
2289,20,4,1
2290,1440,10,-1
2291,1299,4,-1
2292,1418,2,-1
2293,1440,3,-1
2294,958,2,-1
2295,20,157,1
2296,1440,278,-1
2297,1309,7,-1
2298,20,6,1
2299,565,3350,1
2300,20,59,-1
2301,1440,6959,-1
2302,1436,10,-1
2303,20,6,1
2304,1266,36,-1
2305,568,6011,1
2306,20,181,-1
2307,561,389,1
2308,20,89,-1
2309,1440,8232,-1
2310,1434,25,-1
2311,20,12,1
2312,1440,36,-1
2313,1055,10,-1
2314,20,8,1
2315,1440,215,-1
2316,1428,11,-1
2317,20,9,1
2318,1440,27,-1
2319,1398,7,-1
2320,20,6,1
2321,1440,19,-1
2322,1440,6,-1
2323,20,5,1
2324,982,16,-1
2325,1391,3,-1
2326,20,4,1
2327,554,1040,1
2328,20,16,1
2329,1440,48,-1
2330,1440,11,-1
2331,20,8,1
2332,1085,31,-1
2333,1440,11,-1
2334,20,8,1
2335,1440,32,-1
2336,1434,11,-1
2337,20,9,1
2338,1328,29,-1
2339,1440,1024,-1
2340,20,17,1
2341,1440,33,-1
2342,1438,9,-1
2343,20,6,1
2344,1053,25,-1
2345,575,2493,1
2346,20,128,-1
2347,562,189,1
2348,20,59,-1
2349,1435,24454,-1
2350,1216,41,-1
2351,20,11,1
2352,20,9,1
2353,1431,36,-1
2354,1425,9,-1
2355,20,9,1
2356,1438,32,-1
2357,1434,12,-1
2358,20,11,1
2359,1331,30,-1
2360,20,481,1
2361,1437,12175,-1
2362,1440,30,-1
2363,20,11,1
2364,1439,32,-1
2365,1107,9,-1
2366,20,8,1
2367,1440,2392,-1
2368,1440,24,-1
2369,20,11,1
2370,1196,46,-1
2371,1440,12,-1
2372,20,8,1
2373,1440,38,-1
2374,1248,10,-1
2375,20,10,1
2376,20,72,-1
2377,584,751,1
2378,20,77,-1
2379,1440,175,-1
2380,1096,7,-1
2381,20,5,1
2382,1440,21,-1
2383,1440,6,-1
2384,20,6,1
2385,1440,22,-1
2386,1437,7,-1
2387,20,5,1
2388,1440,18,-1
2389,1439,4,-1
2390,20,3,1
2391,1440,17,-1
2392,1129,4,-1
2393,20,3,1
2394,1428,8,-1
2395,1440,3,-1
2396,20,4,1
2397,1343,13,-1
2398,563,728,1
2399,20,130,-1
